item,popularity_train,popularity_stratum,top_k_similar_item,current_link_raw,current_link_visible,current_cf_raw,current_cf_visible,current_cf_lost,current_metadata_raw,current_metadata_visible,current_metadata_lost,metadata_first_cf_raw,metadata_first_cf_visible,metadata_first_cf_lost,metadata_first_metadata_raw,metadata_first_metadata_visible,metadata_first_metadata_lost,recoverable_metadata_tokens,displaced_cf_tokens,current_metadata_retention,current_title_raw,current_title_visible,metadata_first_title_visible,current_brand_raw,current_brand_visible,metadata_first_brand_visible,current_categories_raw,current_categories_visible,metadata_first_categories_visible,current_description_raw,current_description_visible,metadata_first_description_visible,current_price_raw,current_price_visible,metadata_first_price_visible,current_salesrank_raw,current_salesrank_visible,metadata_first_salesrank_visible,current_other_metadata_raw,current_other_metadata_visible,metadata_first_other_metadata_visible
B003RIPAS4,5,nonzero_bottom50,10,7,7,79,79,0,147,34,113,79,0,79,147,117,30,83,79,0.23129251700680273,17,17,17,5,5,5,15,10,15,94,0,77,4,0,0,7,0,0,0,0,0
B003RJ165Y,5,nonzero_bottom50,10,7,7,79,79,0,74,34,40,79,39,40,74,74,0,40,40,0.4594594594594595,17,17,17,3,3,3,12,12,12,26,0,26,4,0,4,7,0,7,0,0,0
B003RKU4J2,9,top50,10,7,7,79,79,0,300,34,266,79,0,79,300,117,183,83,79,0.11333333333333333,23,23,23,5,5,5,9,4,9,246,0,77,5,0,0,7,0,0,0,0,0
B003RS8ZYU,5,nonzero_bottom50,10,7,7,79,79,0,303,34,269,79,0,79,303,117,186,83,79,0.11221122112211221,25,25,25,4,4,4,19,3,19,236,0,66,6,0,0,8,0,0,0,0,0
B003RSSBXK,7,nonzero_bottom50,10,7,7,79,79,0,53,34,19,79,60,19,53,53,0,19,19,0.6415094339622641,16,16,16,6,6,6,9,9,9,5,0,5,4,0,4,8,0,8,0,0,0
B003RSY1NE,18,top50,10,7,7,79,79,0,60,34,26,79,53,26,60,60,0,26,26,0.5666666666666667,24,24,24,6,6,6,9,2,9,5,0,5,4,0,4,7,0,7,0,0,0
B003RVV82S,3,nonzero_bottom50,10,7,7,79,79,0,59,34,25,79,54,25,59,59,0,25,25,0.576271186440678,8,8,8,5,5,5,9,9,9,18,9,18,4,0,4,10,0,10,0,0,0
B003RW2K0G,10,top50,10,7,7,79,79,0,134,34,100,79,0,79,134,117,17,83,79,0.2537313432835821,16,16,16,7,7,7,14,9,14,80,0,77,5,0,0,7,0,0,0,0,0
B003S16H5A,15,top50,10,7,7,79,79,0,98,34,64,79,15,64,98,98,0,64,64,0.3469387755102041,16,16,16,4,4,4,15,12,15,47,0,47,4,0,4,7,0,7,0,0,0
B003S17772,22,top50,10,7,7,80,80,0,118,33,85,80,0,80,118,117,1,84,80,0.2796610169491525,11,11,11,5,5,5,20,15,20,66,0,66,4,0,4,7,0,6,0,0,0
B003S191LC,9,top50,10,7,7,79,79,0,126,34,92,79,0,79,126,117,9,83,79,0.2698412698412698,26,26,26,4,4,4,12,2,12,67,0,67,5,0,4,7,0,0,0,0,0
B003S19S9W,26,top50,10,7,7,79,79,0,103,34,69,79,10,69,103,103,0,69,69,0.3300970873786408,14,14,14,4,4,4,17,14,17,52,0,52,4,0,4,7,0,7,0,0,0
B003S516XO,94,top50,10,7,7,80,80,0,153,33,120,80,0,80,153,117,36,84,80,0.21568627450980393,20,20,20,6,6,6,18,5,18,93,0,70,4,0,0,7,0,0,0,0,0
B003S5HTHG,6,nonzero_bottom50,10,7,7,79,79,0,85,34,51,79,28,51,85,85,0,51,51,0.4,14,14,14,3,3,3,15,15,15,35,0,35,5,0,5,8,0,8,0,0,0
B003S5LWRO,12,top50,10,7,7,79,79,0,139,34,105,79,0,79,139,117,22,83,79,0.2446043165467626,15,15,15,8,8,8,13,9,13,87,0,78,4,0,0,7,0,0,0,0,0
B003SDIL7U,9,top50,10,7,7,79,79,0,161,34,127,79,0,79,161,117,44,83,79,0.2111801242236025,10,10,10,4,4,4,9,9,9,120,8,91,5,0,0,8,0,0,0,0,0
B003SGRJVG,6,nonzero_bottom50,10,7,7,79,79,0,239,34,205,79,0,79,239,117,122,83,79,0.14225941422594143,6,6,6,6,6,6,10,4,10,184,0,76,4,0,0,8,0,0,14,14,14
B003SJ0FSW,15,top50,10,7,7,79,79,0,191,34,157,79,0,79,191,117,74,83,79,0.17801047120418848,52,34,52,5,0,5,20,0,20,92,0,31,4,0,0,7,0,0,5,0,5
B003SOO86M,8,top50,10,7,7,79,79,0,89,34,55,79,24,55,89,89,0,55,55,0.38202247191011235,20,20,20,7,7,7,12,5,12,33,0,33,4,0,4,8,0,8,0,0,0
B003SQ4Y96,4,nonzero_bottom50,10,7,7,79,79,0,60,34,26,79,53,26,60,60,0,26,26,0.5666666666666667,14,14,14,5,5,5,16,13,16,8,0,8,4,0,4,8,0,8,0,0,0
B003SQXHP8,7,nonzero_bottom50,10,7,7,79,79,0,118,34,84,79,0,79,118,117,1,83,79,0.288135593220339,17,17,17,5,5,5,13,10,13,65,0,65,5,0,5,8,0,7,0,0,0
B003SRBYP2,15,top50,10,7,7,79,79,0,70,34,36,79,43,36,70,70,0,36,36,0.4857142857142857,16,16,16,7,7,7,13,9,13,18,0,18,4,0,4,7,0,7,0,0,0
B003SRFD04,8,top50,10,7,7,79,79,0,168,34,134,79,0,79,168,117,51,83,79,0.20238095238095238,12,12,12,5,5,5,10,10,10,124,4,87,4,0,0,8,0,0,0,0,0
B003SSO0O8,4,nonzero_bottom50,10,7,7,79,79,0,75,34,41,79,38,41,75,75,0,41,41,0.4533333333333333,19,19,19,7,7,7,15,6,15,17,0,17,4,0,4,8,0,8,0,0,0
B003SSTKHU,16,top50,10,7,7,79,79,0,87,34,53,79,26,53,87,87,0,53,53,0.39080459770114945,20,20,20,7,7,7,18,5,18,26,0,26,4,0,4,7,0,7,0,0,0
B003SSTL42,26,top50,10,7,7,79,79,0,89,34,55,79,24,55,89,89,0,55,55,0.38202247191011235,18,18,18,7,7,7,15,7,15,33,0,33,4,0,4,7,0,7,0,0,0
B003SSTOYE,6,nonzero_bottom50,10,7,7,79,79,0,80,34,46,79,33,46,80,80,0,46,46,0.425,18,18,18,7,7,7,17,7,17,21,0,21,4,0,4,8,0,8,0,0,0
B003SSVKBY,7,nonzero_bottom50,10,7,7,79,79,0,82,34,48,79,31,48,82,82,0,48,48,0.4146341463414634,18,18,18,7,7,7,12,7,12,28,0,28,4,0,4,8,0,8,0,0,0
B003SSXKV2,8,top50,10,7,7,79,79,0,85,34,51,79,28,51,85,85,0,51,51,0.4,19,19,19,7,7,7,18,6,18,24,0,24,4,0,4,8,0,8,0,0,0
B003SSXRME,5,nonzero_bottom50,10,7,7,79,79,0,92,34,58,79,21,58,92,92,0,58,58,0.3695652173913043,19,19,19,7,7,7,12,6,12,36,0,36,5,0,5,8,0,8,0,0,0
B003SSXV5C,6,nonzero_bottom50,10,7,7,78,78,0,70,35,35,78,43,35,70,70,0,35,35,0.5,17,17,17,5,5,5,14,11,14,16,0,16,4,0,4,9,0,9,0,0,0
B003STPN4S,17,top50,10,7,7,79,79,0,146,34,112,79,0,79,146,117,29,83,79,0.2328767123287671,8,8,8,5,5,5,12,12,12,104,6,89,5,0,0,7,0,0,0,0,0
B003SYYEG6,6,nonzero_bottom50,10,7,7,79,79,0,58,34,24,79,55,24,58,58,0,24,24,0.5862068965517241,8,8,8,5,5,5,18,16,18,7,0,7,4,0,4,8,0,8,2,2,2
B003SZ23RC,7,nonzero_bottom50,10,7,7,79,79,0,142,34,108,79,0,79,142,117,25,83,79,0.23943661971830985,23,23,23,4,4,4,11,5,11,87,0,76,4,0,0,8,0,0,0,0,0
B003SZEQ2W,3,nonzero_bottom50,10,7,7,79,79,0,178,34,144,79,0,79,178,117,61,83,79,0.19101123595505617,25,25,25,5,5,5,15,2,15,116,0,69,5,0,0,7,0,0,0,0,0
B003SZQ8SC,4,nonzero_bottom50,10,7,7,79,79,0,129,34,95,79,0,79,129,117,12,83,79,0.26356589147286824,18,18,18,5,5,5,15,9,15,74,0,74,5,0,1,7,0,0,0,0,0
B003T18TE6,6,nonzero_bottom50,10,7,7,79,79,0,106,34,72,79,7,72,106,106,0,72,72,0.32075471698113206,14,14,14,5,5,5,10,10,10,60,2,60,5,0,5,7,0,7,0,0,0
B003T1G0XI,9,top50,10,7,7,79,79,0,72,34,38,79,41,38,72,72,0,38,38,0.4722222222222222,16,16,16,5,5,5,10,0,10,13,0,13,4,0,4,7,0,7,11,11,11
B003T1HFP0,6,nonzero_bottom50,10,7,7,79,79,0,290,34,256,79,0,79,290,117,173,83,79,0.11724137931034483,23,23,23,4,4,4,20,5,20,226,0,67,4,0,0,8,0,0,0,0,0
B003T2V3FW,5,nonzero_bottom50,10,7,7,79,79,0,348,34,314,79,0,79,348,117,231,83,79,0.09770114942528736,46,34,46,5,0,5,12,0,12,243,0,26,4,0,0,8,0,0,24,0,24
B003T4B468,9,top50,10,7,7,79,79,0,104,34,70,79,9,70,104,104,0,70,70,0.3269230769230769,8,8,8,4,4,4,12,12,12,63,7,63,4,0,4,8,0,8,0,0,0
B003T75D9E,11,top50,10,7,7,80,80,0,59,33,26,80,54,26,59,59,0,26,26,0.559322033898305,16,16,16,4,4,4,15,11,15,8,0,8,4,0,4,7,0,7,0,0,0
B003TA799S,7,nonzero_bottom50,10,7,7,79,79,0,109,34,75,79,4,75,109,109,0,75,75,0.3119266055045872,20,20,20,12,12,12,15,0,15,45,0,45,4,0,4,8,0,8,0,0,0
B003TDZFVE,8,top50,10,7,7,79,79,0,170,34,136,79,0,79,170,117,53,83,79,0.2,19,19,19,8,8,8,10,5,10,114,0,77,4,0,0,10,0,0,0,0,0
B003TFINPC,5,nonzero_bottom50,10,7,7,79,79,0,166,34,132,79,0,79,166,117,49,83,79,0.20481927710843373,10,10,10,5,5,5,12,12,12,121,4,87,5,0,0,8,0,0,0,0,0
B003TFUGMK,4,nonzero_bottom50,10,7,7,79,79,0,100,34,66,79,13,66,100,100,0,66,66,0.34,14,14,14,8,8,8,17,10,17,43,0,43,4,0,4,9,0,9,0,0,0
B003TG9C74,17,top50,10,7,7,78,78,0,80,35,45,78,33,45,80,80,0,45,45,0.4375,12,12,12,4,4,4,12,12,12,35,4,35,5,0,5,7,0,7,0,0,0
B003TJGNH8,4,nonzero_bottom50,10,7,7,79,79,0,69,34,35,79,44,35,69,69,0,35,35,0.4927536231884058,15,15,15,4,4,4,15,13,15,19,0,19,4,0,4,7,0,7,0,0,0
B003TJGX4Q,1,nonzero_bottom50,10,7,7,79,79,0,84,34,50,79,29,50,84,84,0,50,50,0.40476190476190477,16,16,16,6,6,6,9,9,9,36,0,36,4,0,4,8,0,8,0,0,0
B003TJI3EO,5,nonzero_bottom50,10,7,7,79,79,0,93,34,59,79,20,59,93,93,0,59,59,0.3655913978494624,13,13,13,4,4,4,17,15,17,43,0,43,4,0,4,7,0,7,0,0,0
B003TMO3EU,20,top50,10,7,7,79,79,0,123,34,89,79,0,79,123,117,6,83,79,0.2764227642276423,11,11,11,7,7,7,12,12,12,77,1,77,4,0,4,7,0,1,0,0,0
B003TNQG4E,12,top50,10,7,7,80,80,0,434,33,401,80,0,80,434,117,317,84,80,0.07603686635944701,37,33,37,5,0,5,12,0,12,354,0,51,5,0,0,7,0,0,8,0,8
B003TNVSTW,15,top50,10,7,7,79,79,0,129,34,95,79,0,79,129,117,12,83,79,0.26356589147286824,14,14,14,4,4,4,10,10,10,44,3,44,4,0,1,8,0,0,39,0,39
B003TNY0WE,9,top50,10,7,7,79,79,0,128,34,94,79,0,79,128,117,11,83,79,0.265625,18,18,18,4,4,4,11,10,11,78,0,78,4,0,2,8,0,0,0,0,0
B003TO3UC4,5,nonzero_bottom50,10,7,7,79,79,0,85,34,51,79,28,51,85,85,0,51,51,0.4,14,14,14,4,4,4,15,14,15,35,0,35,5,0,5,7,0,7,0,0,0
B003TO3UG0,11,top50,10,7,7,79,79,0,109,34,75,79,4,75,109,109,0,75,75,0.3119266055045872,19,19,19,4,4,4,9,9,9,60,0,60,4,0,4,8,0,8,0,0,0
B003TOW1H4,5,nonzero_bottom50,10,7,7,79,79,0,185,34,151,79,0,79,185,117,68,83,79,0.1837837837837838,38,34,38,5,0,5,14,0,14,109,0,57,4,0,0,5,0,0,4,0,0
B003TP9KTA,7,nonzero_bottom50,10,7,7,79,79,0,54,34,20,79,59,20,54,54,0,20,20,0.6296296296296297,14,14,14,4,4,4,16,14,16,5,0,5,4,0,4,6,0,6,0,0,0
B003TPA9XG,27,top50,10,7,7,80,80,0,130,33,97,80,0,80,130,117,13,84,80,0.25384615384615383,18,18,18,5,5,5,12,8,12,77,0,77,5,0,1,8,0,0,0,0,0
B003TPTGDK,26,top50,10,7,7,79,79,0,67,34,33,79,46,33,67,67,0,33,33,0.5074626865671642,15,15,15,4,4,4,10,10,10,21,2,21,5,0,5,7,0,7,0,0,0
B003TQPRGY,4,nonzero_bottom50,10,7,7,79,79,0,124,34,90,79,0,79,124,117,7,83,79,0.27419354838709675,22,22,22,5,5,5,13,5,13,68,0,68,4,0,4,7,0,0,0,0,0
B003TQTFVW,6,nonzero_bottom50,10,7,7,79,79,0,109,34,75,79,4,75,109,109,0,75,75,0.3119266055045872,20,20,20,5,5,5,13,7,13,54,0,54,4,0,4,8,0,8,0,0,0
B003TQU1Q0,18,top50,10,7,7,79,79,0,70,34,36,79,43,36,70,70,0,36,36,0.4857142857142857,23,23,23,5,5,5,22,4,22,5,0,5,4,0,4,6,0,6,0,0,0
B003TQV9PW,5,nonzero_bottom50,10,7,7,79,79,0,153,34,119,79,0,79,153,117,36,83,79,0.2222222222222222,23,23,23,5,5,5,18,4,18,89,0,68,5,0,0,8,0,0,0,0,0
B003TTB4SG,15,top50,10,7,7,79,79,0,75,34,41,79,38,41,75,75,0,41,41,0.4533333333333333,17,17,17,5,5,5,20,10,20,17,0,17,4,0,4,7,0,7,0,0,0
B003TTEHH6,4,nonzero_bottom50,10,7,7,79,79,0,120,34,86,79,0,79,120,117,3,83,79,0.2833333333333333,8,8,8,6,6,6,13,13,13,74,4,74,4,0,4,10,0,7,0,0,0
B003TU4CB6,11,top50,10,7,7,79,79,0,160,34,126,79,0,79,160,117,43,83,79,0.2125,13,13,13,6,6,6,12,12,12,111,0,83,5,0,0,8,0,0,0,0,0
B003TWU1K0,9,top50,10,7,7,78,78,0,141,35,106,78,0,78,141,117,24,82,78,0.24822695035460993,16,16,16,4,4,4,15,13,15,90,0,79,4,0,0,7,0,0,0,0,0
B003TX0BX6,4,nonzero_bottom50,10,7,7,79,79,0,110,34,76,79,3,76,110,110,0,76,76,0.3090909090909091,20,20,20,7,7,7,9,5,9,56,0,56,5,0,5,8,0,8,0,0,0
B003TXO7XQ,22,top50,10,7,7,79,79,0,157,34,123,79,0,79,157,117,40,83,79,0.21656050955414013,24,24,24,10,9,10,9,0,9,15,0,15,4,0,0,8,0,0,81,0,55
B003TXZSU2,10,top50,10,7,7,79,79,0,66,34,32,79,47,32,66,66,0,32,32,0.5151515151515151,11,11,11,10,10,10,10,0,10,6,0,6,4,0,4,9,0,9,10,10,10
B003TY3TUC,5,nonzero_bottom50,10,7,7,79,79,0,131,34,97,79,0,79,131,117,14,83,79,0.2595419847328244,10,10,10,10,10,10,10,2,10,74,0,74,5,0,0,7,0,0,9,9,9
B003TZAWB0,4,nonzero_bottom50,10,7,7,80,80,0,51,33,18,80,62,18,51,51,0,18,18,0.6470588235294118,11,11,11,4,4,4,10,10,10,10,5,10,4,0,4,7,0,7,0,0,0
B003TZFS1Y,5,nonzero_bottom50,10,7,7,79,79,0,252,34,218,79,0,79,252,117,135,83,79,0.1349206349206349,21,21,21,4,4,4,10,7,10,199,0,79,5,0,0,8,0,0,0,0,0
B003U23R8M,7,nonzero_bottom50,10,7,7,79,79,0,75,34,41,79,38,41,75,75,0,41,41,0.4533333333333333,14,14,14,5,5,5,12,4,12,18,0,18,5,0,5,7,0,7,8,8,8
B003U4LGV0,28,top50,10,7,7,79,79,0,68,34,34,79,45,34,68,68,0,34,34,0.5,22,22,22,8,8,8,17,2,17,5,0,5,4,0,4,7,0,7,0,0,0
B003U4LI7W,70,top50,10,7,7,79,79,0,63,34,29,79,50,29,63,63,0,29,29,0.5396825396825397,19,19,19,5,5,5,17,8,17,5,0,5,4,0,4,8,0,8,0,0,0
B003U4RQDC,6,nonzero_bottom50,10,7,7,79,79,0,437,34,403,79,0,79,437,117,320,83,79,0.07780320366132723,11,11,11,5,5,5,15,15,15,329,0,83,4,0,0,8,0,0,58,0,0
B003U604Q6,4,nonzero_bottom50,10,7,7,79,79,0,81,34,47,79,32,47,81,81,0,47,47,0.41975308641975306,20,20,20,6,6,6,15,6,15,9,0,9,4,0,4,8,0,8,13,0,13
B003U7EGL4,9,top50,10,8,8,79,79,0,189,33,156,79,0,79,189,116,73,83,79,0.1746031746031746,15,15,15,10,4,10,15,0,15,119,0,60,4,0,0,8,0,0,12,12,12
B003U7OYK2,21,top50,10,7,7,80,80,0,71,33,38,80,42,38,71,71,0,38,38,0.4647887323943662,27,27,27,5,5,5,18,0,18,5,0,5,4,0,4,7,0,7,0,0,0
B003U9K9J0,5,nonzero_bottom50,10,7,7,79,79,0,79,34,45,79,34,45,79,79,0,45,45,0.43037974683544306,20,20,20,7,7,7,13,5,13,22,0,22,4,0,4,8,0,8,0,0,0
B003UA5ECQ,8,top50,10,7,7,79,79,0,133,34,99,79,0,79,133,117,16,83,79,0.2556390977443609,24,24,24,8,8,8,9,0,9,74,0,73,5,0,0,8,0,0,0,0,0
B003UA5HCS,11,top50,10,7,7,79,79,0,118,34,84,79,0,79,118,117,1,83,79,0.288135593220339,17,17,17,4,4,4,9,9,9,71,1,71,4,0,4,8,0,7,0,0,0
B003UAAITA,12,top50,10,7,7,80,80,0,169,33,136,80,0,80,169,117,52,84,80,0.1952662721893491,6,6,6,5,5,5,10,10,10,130,9,93,5,0,0,8,0,0,0,0,0
B003UF0RB4,23,top50,10,7,7,79,79,0,69,34,35,79,44,35,69,69,0,35,35,0.4927536231884058,30,30,30,5,3,5,14,0,14,5,0,5,4,0,4,6,0,6,0,0,0
B003UFMYM4,8,top50,10,7,7,80,80,0,138,33,105,80,0,80,138,117,21,84,80,0.2391304347826087,16,16,16,5,5,5,15,10,15,85,0,78,4,0,0,8,0,0,0,0,0
B003UGSU62,4,nonzero_bottom50,10,7,7,79,79,0,47,34,13,79,66,13,47,47,0,13,13,0.723404255319149,10,10,10,5,5,5,9,9,9,5,5,5,5,1,5,8,0,8,0,0,0
B003UGV05U,8,top50,10,7,7,79,79,0,109,34,75,79,4,75,109,109,0,75,75,0.3119266055045872,20,20,20,5,5,5,13,7,13,55,0,55,4,0,4,7,0,7,0,0,0
B003UH0528,114,top50,10,7,7,80,80,0,109,33,76,80,4,76,109,109,0,76,76,0.30275229357798167,16,16,16,6,6,6,15,9,15,56,0,56,4,0,4,7,0,7,0,0,0
B003UH4UMO,4,nonzero_bottom50,10,7,7,79,79,0,59,34,25,79,54,25,59,59,0,25,25,0.576271186440678,14,14,14,4,4,4,12,12,12,12,1,12,4,0,4,8,0,8,0,0,0
B003UHKJ5G,3,nonzero_bottom50,10,7,7,79,79,0,109,34,75,79,4,75,109,109,0,75,75,0.3119266055045872,20,20,20,5,5,5,13,7,13,55,0,55,4,0,4,7,0,7,0,0,0
B003UHXY62,4,nonzero_bottom50,10,7,7,79,79,0,76,34,42,79,37,42,76,76,0,42,42,0.4473684210526316,21,21,21,5,5,5,9,6,9,23,0,23,5,0,5,8,0,8,0,0,0
B003UI3M86,7,nonzero_bottom50,10,7,7,79,79,0,56,34,22,79,57,22,56,56,0,22,22,0.6071428571428571,21,21,21,5,5,5,9,6,9,5,0,5,4,0,4,7,0,7,0,0,0
B003UI4WZS,6,nonzero_bottom50,10,7,7,79,79,0,413,34,379,79,0,79,413,117,296,83,79,0.08232445520581114,6,6,6,5,5,5,14,14,14,371,6,89,4,0,0,8,0,0,0,0,0
B003UJHSUI,17,top50,10,7,7,79,79,0,346,34,312,79,0,79,346,117,229,83,79,0.09826589595375723,15,15,15,5,5,5,15,12,15,293,0,79,5,0,0,8,0,0,0,0,0
B003ULT3H2,12,top50,10,7,7,79,79,0,183,34,149,79,0,79,183,117,66,83,79,0.18579234972677597,11,11,11,4,4,4,13,13,13,138,3,86,4,0,0,8,0,0,0,0,0
B003UM6TJG,34,top50,10,7,7,79,79,0,68,34,34,79,45,34,68,68,0,34,34,0.5,10,10,10,4,4,4,13,13,13,25,4,25,4,0,4,7,0,7,0,0,0
B003UM8WLE,4,nonzero_bottom50,10,7,7,79,79,0,61,34,27,79,52,27,61,61,0,27,27,0.5573770491803278,7,7,7,5,5,5,12,12,12,19,7,19,5,0,5,8,0,8,0,0,0
B003UMNO6C,25,top50,10,7,7,79,79,0,60,34,26,79,53,26,60,60,0,26,26,0.5666666666666667,23,23,23,7,7,7,9,2,9,5,0,5,4,0,4,7,0,7,0,0,0
B003UNP20W,16,top50,10,7,7,79,79,0,446,34,412,79,0,79,446,117,329,83,79,0.07623318385650224,7,7,7,6,6,6,15,15,15,400,3,86,6,0,0,7,0,0,0,0,0
B003UNPS0Q,8,top50,10,7,7,79,79,0,104,34,70,79,9,70,104,104,0,70,70,0.3269230769230769,15,15,15,6,6,6,13,11,13,54,0,54,4,0,4,7,0,7,0,0,0
B003UNQUDU,9,top50,10,7,7,79,79,0,212,34,178,79,0,79,212,117,95,83,79,0.16037735849056603,14,14,14,4,4,4,13,13,13,164,0,83,4,0,0,8,0,0,0,0,0
B003UNT4P6,3,nonzero_bottom50,10,7,7,79,79,0,256,34,222,79,0,79,256,117,139,83,79,0.1328125,20,20,20,5,5,5,14,7,14,200,0,75,5,0,0,7,0,0,0,0,0
B003UO3QTU,6,nonzero_bottom50,10,7,7,79,79,0,77,34,43,79,36,43,77,77,0,43,43,0.44155844155844154,15,15,15,5,5,5,10,10,10,30,1,30,4,0,4,8,0,8,0,0,0
B003UOTSOM,5,nonzero_bottom50,10,7,7,79,79,0,70,34,36,79,43,36,70,70,0,36,36,0.4857142857142857,15,15,15,4,4,4,16,13,16,18,0,18,4,0,4,8,0,8,0,0,0
B003USIHZY,18,top50,10,7,7,79,79,0,132,34,98,79,0,79,132,117,15,83,79,0.25757575757575757,13,13,13,6,6,6,14,13,14,83,0,81,4,0,0,7,0,0,0,0,0
B003USIINU,5,nonzero_bottom50,10,7,7,79,79,0,63,34,29,79,50,29,63,63,0,29,29,0.5396825396825397,21,21,21,6,6,6,14,5,14,5,0,5,4,0,4,8,0,8,0,0,0
B003USJVEA,4,nonzero_bottom50,10,8,8,79,79,0,448,33,415,79,0,79,448,116,332,83,79,0.07366071428571429,16,16,16,4,4,4,22,11,22,179,0,71,4,0,0,8,0,0,204,0,0
B003USJW3A,5,nonzero_bottom50,10,7,7,79,79,0,67,34,33,79,46,33,67,67,0,33,33,0.5074626865671642,4,4,4,4,2,4,9,0,9,5,0,5,4,0,4,7,0,7,27,26,27
B003UTEE32,19,top50,10,7,7,79,79,0,74,34,40,79,39,40,74,74,0,40,40,0.4594594594594595,20,20,20,5,5,5,9,7,9,24,0,24,4,0,4,7,0,7,0,0,0
B003UTRNXK,6,nonzero_bottom50,10,7,7,79,79,0,135,34,101,79,0,79,135,117,18,83,79,0.2518518518518518,16,16,16,5,5,5,15,11,15,38,0,38,5,0,0,7,0,0,43,0,39
B003UVLO7E,7,nonzero_bottom50,10,7,7,79,79,0,83,34,49,79,30,49,83,83,0,49,49,0.40963855421686746,10,10,10,6,6,6,15,15,15,35,0,35,4,0,4,8,0,8,0,0,0
B003UW2SVY,6,nonzero_bottom50,10,7,7,79,79,0,90,34,56,79,23,56,90,90,0,56,56,0.37777777777777777,8,8,8,4,4,4,13,13,13,48,6,48,4,0,4,8,0,8,0,0,0
B003UY8WFS,6,nonzero_bottom50,10,7,7,80,80,0,128,33,95,80,0,80,128,117,11,84,80,0.2578125,31,31,31,6,1,6,9,0,9,65,0,65,4,0,2,8,0,0,0,0,0
B003UYMZUG,5,nonzero_bottom50,10,7,7,79,79,0,197,34,163,79,0,79,197,117,80,83,79,0.17258883248730963,23,23,23,5,5,5,14,4,14,138,0,72,4,0,0,8,0,0,0,0,0
B003UYP49K,4,nonzero_bottom50,10,7,7,79,79,0,153,34,119,79,0,79,153,117,36,83,79,0.2222222222222222,14,14,14,5,5,5,15,13,15,102,0,80,4,0,0,8,0,0,0,0,0
B003UYQVYM,2,nonzero_bottom50,10,7,7,79,79,0,151,34,117,79,0,79,151,117,34,83,79,0.2251655629139073,24,24,24,5,5,5,22,3,22,83,0,63,4,0,0,8,0,0,0,0,0
B003UYZ9XQ,13,top50,10,7,7,79,79,0,193,34,159,79,0,79,193,117,76,83,79,0.17616580310880828,18,18,18,8,8,8,9,6,9,142,0,79,4,0,0,7,0,0,0,0,0
B003UZ4R24,7,nonzero_bottom50,10,7,7,79,79,0,287,34,253,79,0,79,287,117,170,83,79,0.11846689895470383,14,14,14,5,5,5,15,13,15,235,0,80,5,0,0,8,0,0,0,0,0
B003V21WO2,175,top50,10,7,7,78,78,0,71,35,36,78,42,36,71,71,0,36,36,0.49295774647887325,26,26,26,5,5,5,18,2,18,5,0,5,5,0,5,7,0,7,0,0,0
B003V264WW,101,top50,10,7,7,78,78,0,60,35,25,78,53,25,60,60,0,25,25,0.5833333333333334,19,19,19,6,6,6,13,8,13,5,0,5,5,0,5,7,0,7,0,0,0
B003V265QW,258,top50,10,7,7,78,78,0,76,35,41,78,37,41,76,76,0,41,41,0.4605263157894737,31,31,31,6,3,6,17,0,17,5,0,5,5,0,5,7,0,7,0,0,0
B003V27RB4,16,top50,10,7,7,79,79,0,58,34,24,79,55,24,58,58,0,24,24,0.5862068965517241,17,17,17,6,6,6,13,9,13,5,0,5,5,0,5,7,0,7,0,0,0
B003V3AZJY,5,nonzero_bottom50,10,7,7,79,79,0,71,34,37,79,42,37,71,71,0,37,37,0.4788732394366197,25,25,25,5,5,5,18,2,18,5,0,5,5,0,5,8,0,8,0,0,0
B003V3ISS4,5,nonzero_bottom50,10,7,7,79,79,0,130,34,96,79,0,79,130,117,13,83,79,0.26153846153846155,18,18,18,5,5,5,8,8,8,82,0,82,4,0,0,8,0,0,0,0,0
B003V5574U,3,nonzero_bottom50,10,7,7,79,79,0,402,34,368,79,0,79,402,117,285,83,79,0.0845771144278607,27,27,27,5,5,5,12,0,12,341,0,70,4,0,0,8,0,0,0,0,0
B003V57Q5I,18,top50,10,7,7,80,80,0,104,33,71,80,9,71,104,104,0,71,71,0.3173076923076923,4,4,4,4,4,4,17,10,17,50,0,50,4,0,4,7,0,7,11,11,11
B003V7KWB6,16,top50,10,7,7,79,79,0,293,34,259,79,0,79,293,117,176,83,79,0.11604095563139932,26,26,26,8,7,8,15,0,15,228,0,65,4,0,0,7,0,0,0,0,0
B003V808ZA,20,top50,10,7,7,79,79,0,66,34,32,79,47,32,66,66,0,32,32,0.5151515151515151,23,23,23,4,4,4,15,5,15,5,0,5,4,0,4,5,0,5,4,0,4
B003V9L37Q,6,nonzero_bottom50,10,7,7,79,79,0,79,34,45,79,34,45,79,79,0,45,45,0.43037974683544306,19,19,19,6,6,6,15,7,15,23,0,23,4,0,4,7,0,7,0,0,0
B003V9N1RQ,6,nonzero_bottom50,10,7,7,79,79,0,159,34,125,79,0,79,159,117,42,83,79,0.2138364779874214,24,24,24,6,6,6,15,2,15,98,0,69,4,0,0,7,0,0,0,0,0
B003VAIG3Y,10,top50,10,7,7,79,79,0,87,34,53,79,26,53,87,87,0,53,53,0.39080459770114945,8,8,8,5,5,5,14,14,14,44,4,44,4,0,4,7,0,7,0,0,0
