user_id	fold	history_length	target_frequency	tail_mass	effective_lambda	beta	gamma	baseline_rank	fixed_p9c_rank	oof_rank
A1XPR3FV3PSFUA	2	4	4	0.000000	1.00000000	0.5	1.0	51	51	51
A2IEIYWMIGUYEG	2	4	3	0.000000	1.00000000	0.5	1.0	51	51	51
A1XJ9EVMRATYBN	1	10	5	0.400000	0.60000000	0.5	1.0	51	51	51
A2URI32OWJ0T9E	4	6	2	0.300000	0.70000000	0.5	1.0	51	51	51
A1Q1Q9HVCBIO52	0	4	11	0.000000	1.00000000	0.5	1.0	51	51	51
A2I57MSZN024KM	2	3	58	0.200000	0.80000000	0.5	1.0	51	51	51
A38H4XCCPLRF93	1	20	14	0.000000	1.00000000	0.5	1.0	51	51	51
A2X7NBUETXC19E	2	20	21	0.100000	0.90000000	0.5	1.0	51	51	51
A32ZORCG68220E	2	3	60	0.400000	0.60000000	0.5	1.0	51	51	51
A388TO2RS7TQGJ	2	5	23	0.200000	0.80000000	0.5	1.0	51	51	51
A1K9QPW7OHC95L	1	4	16	0.100000	0.90000000	0.5	1.0	2	2	2
A3U0PUGIPYASEA	1	13	71	0.300000	0.70000000	0.5	1.0	51	51	51
A1B4I10VWYKSFZ	3	4	5	0.300000	0.70000000	0.5	1.0	1	1	1
A1E8XXAKINL0B1	4	9	4	0.000000	1.00000000	0.5	1.0	51	51	51
A24N79JNVNFSBV	2	3	47	0.000000	1.00000000	0.5	1.0	51	51	51
A2ZHAE5PTKU1R1	1	6	9	0.100000	0.90000000	0.5	1.0	51	51	51
A2HUTSNDG7DI3W	2	3	3	0.100000	0.90000000	0.5	1.0	51	51	51
A3TF4C0NG13ZYF	4	3	55	0.600000	0.40000000	0.5	1.0	51	51	51
A2IZ3NJI6IGN5I	0	3	25	0.200000	0.80000000	0.5	1.0	51	51	51
AHK9Z99W9UQE0	4	9	14	0.100000	0.90000000	0.5	1.0	51	51	51
A1HJ9P95IRZ32O	3	8	6	0.100000	0.90000000	0.5	1.0	51	51	51
A36LQ698RFJRYP	1	5	16	0.100000	0.90000000	0.5	1.0	51	51	51
A1DO6DKWF3CMBD	0	11	11	0.000000	1.00000000	0.5	1.0	51	51	51
A2X6IKQ7Y6HRO7	4	6	16	0.100000	0.90000000	0.5	1.0	1	1	1
A2U3O7MPKDALYY	4	3	27	0.300000	0.70000000	0.5	1.0	51	51	51
A323466SOLPWQU	0	4	47	0.300000	0.70000000	0.5	1.0	51	51	51
A2G3G2HOOV2VGZ	2	3	10	0.000000	1.00000000	0.5	1.0	51	51	51
A2VVBH89DH97XA	0	12	7	0.200000	0.80000000	0.5	1.0	51	51	51
A1M2TYUI7EROE4	4	3	13	0.000000	1.00000000	0.5	1.0	51	51	51
A288KXQXYEX4UU	2	16	5	0.000000	1.00000000	0.5	1.0	51	51	51
AW53F6OQAQ0UT	3	3	5	0.000000	1.00000000	0.5	1.0	44	39	33
A34SNZBKTK3U1Q	4	6	19	0.500000	0.50000000	0.5	1.0	51	51	51
A393AF9SFW08FA	2	7	17	0.300000	0.70000000	0.5	1.0	51	51	51
A3TZGE5IMK8JPK	1	3	1	0.400000	0.60000000	0.5	1.0	51	51	51
ARZ2SH4Q1OFO1	4	7	85	0.000000	1.00000000	0.5	1.0	16	8	10
A2GWI8ETASAKJS	2	18	7	0.300000	0.70000000	0.5	1.0	51	51	51
AONUCJBC85BL	2	14	9	0.000000	1.00000000	0.5	1.0	51	51	51
A1GTUEJ13CCU39	4	3	9	0.500000	0.50000000	0.5	1.0	51	51	51
A3B3OQTR1IQZE0	0	4	17	0.300000	0.70000000	0.5	1.0	51	51	51
A2JJ9U99F9A9WB	1	3	96	0.200000	0.80000000	0.5	1.0	51	51	51
A388FB0J7FWGZ9	3	4	8	0.000000	1.00000000	0.5	1.0	3	1	1
A5FMTCQ5CUCXA	4	4	3	0.100000	0.90000000	0.5	1.0	51	51	51
A1H70WK52G194F	2	3	20	0.300000	0.70000000	0.5	1.0	1	1	2
AFWV14WQ2KOCZ	1	6	27	0.300000	0.70000000	0.5	1.0	1	1	1
A1Z61E3A9USBDC	2	4	82	0.000000	1.00000000	0.5	1.0	51	51	51
A39XDFABWPGD13	3	5	4	0.100000	0.90000000	0.5	1.0	51	51	51
A1EQ1JQQGDXRE0	0	4	20	0.100000	0.90000000	0.5	1.0	2	2	2
A2RL98UIYSCVB9	3	9	23	0.200000	0.80000000	0.5	1.0	51	51	51
A36ZHAYML4ESPO	4	3	25	0.100000	0.90000000	0.5	1.0	6	6	3
A1N12ZF08D4OYL	1	4	28	0.200000	0.80000000	0.5	1.0	19	22	22
AL95VPAAD0ZL3	4	5	10	0.000000	1.00000000	0.5	1.0	51	51	51
A8181ND17YZ77	4	3	7	0.400000	0.60000000	0.5	1.0	51	51	51
A2YP6NLFGW151O	1	12	41	0.000000	1.00000000	0.5	1.0	51	51	51
A1SEIERIMU1GGU	2	4	2	0.100000	0.90000000	0.5	1.0	51	51	51
AR9ALP93PXJ8F	2	5	5	0.200000	0.80000000	0.5	1.0	51	51	51
A3U652WCVTY6HO	4	4	10	0.300000	0.70000000	0.5	1.0	51	51	51
A1KTUN83EOUTGU	2	11	79	0.200000	0.80000000	0.5	1.0	51	51	51
A51TSKKQAA3ET	2	3	11	0.000000	1.00000000	0.5	1.0	51	51	51
A22EF57YT9JGDB	4	5	9	0.100000	0.90000000	0.5	1.0	51	51	51
A31CLBUSZ00RES	4	4	3	0.400000	0.60000000	0.5	1.0	7	8	7
A2ID5QQ1ZF9R2W	4	9	17	0.300000	0.70000000	0.5	1.0	51	51	51
A2LYRRWF5UZ2WO	0	10	8	0.100000	0.90000000	0.5	1.0	20	28	23
A1885UAX29RY9E	0	3	23	0.200000	0.80000000	0.5	1.0	51	51	51
A1FWDOPAG2TUHT	4	7	6	0.500000	0.50000000	0.5	1.0	51	51	51
A364Z8P1YEV5NS	1	6	22	0.000000	1.00000000	0.5	1.0	51	51	51
AREPTYTG5ET8N	4	14	7	0.200000	0.80000000	0.5	1.0	25	28	30
A1EQBHCDKFAU6G	1	6	13	0.400000	0.60000000	0.5	1.0	51	51	51
AWD5ALFH4BC4E	3	5	30	0.200000	0.80000000	0.5	1.0	51	51	51
A1R8TTMXVXEI6H	3	15	9	0.000000	1.00000000	0.5	1.0	51	51	51
ABWIA29ZMU8JU	1	5	24	0.000000	1.00000000	0.5	1.0	51	51	51
A7QPT76IH03UH	1	4	5	0.300000	0.70000000	0.5	1.0	1	2	2
A19GJX6TTSK0C0	1	19	4	0.000000	1.00000000	0.5	1.0	51	51	51
A3T675EUJ7GCXQ	1	6	34	0.400000	0.60000000	0.5	1.0	51	51	51
A375ZZTRRLXR7G	0	3	18	0.000000	1.00000000	0.5	1.0	3	3	3
A1AS5M4WWAF3F2	0	8	3	0.000000	1.00000000	0.5	1.0	51	51	51
A29PID3J2CRSWL	3	6	39	0.000000	1.00000000	0.5	1.0	32	38	41
A2EOBMO837CASO	3	3	7	0.500000	0.50000000	0.5	1.0	51	51	51
A18EHF0FLYLEY7	3	3	31	0.000000	1.00000000	0.5	1.0	51	51	51
A3Q8JZTT51HCHI	1	9	13	0.200000	0.80000000	0.5	1.0	51	51	51
A31VWE5SHX6PAY	2	7	7	0.200000	0.80000000	0.5	1.0	51	51	51
A1B5Z5OG2NPFDT	1	7	6	0.100000	0.90000000	0.5	1.0	51	51	51
A1TB32FYIQ5ARV	2	11	4	0.200000	0.80000000	0.5	1.0	51	51	51
A3G5BIFX6VS1OP	0	7	11	0.300000	0.70000000	0.5	1.0	51	51	51
A1CG3GV4QASBZL	3	4	5	0.200000	0.80000000	0.5	1.0	3	3	2
A2ZS2JNLSCCRWR	4	4	30	0.400000	0.60000000	0.5	1.0	51	51	51
A17TNK9SYQXZFN	0	3	3	0.000000	1.00000000	0.5	1.0	51	51	51
A251TXXSL4S3GR	4	3	15	0.400000	0.60000000	0.5	1.0	51	51	51
AIA46KAE21J09	1	3	7	0.200000	0.80000000	0.5	1.0	51	51	51
A33REXJA49M01N	3	4	27	0.000000	1.00000000	0.5	1.0	6	8	11
A212JLXYATFWKO	4	8	22	0.100000	0.90000000	0.5	1.0	6	7	7
A20E9CQS2ZZZUA	2	6	19	0.300000	0.70000000	0.5	1.0	51	51	51
A2DCURAPP27LI2	2	6	5	0.400000	0.60000000	0.5	1.0	51	51	51
A1SAKF1CC6FFNP	2	9	4	0.100000	0.90000000	0.5	1.0	51	51	51
A2NIRYXQ06M5UE	3	7	6	0.300000	0.70000000	0.5	1.0	51	51	51
A1HFZR3E7M7AZZ	2	3	22	0.000000	1.00000000	0.5	1.0	51	51	51
AABJQT78KJ9XR	2	3	23	0.100000	0.90000000	0.5	1.0	51	51	51
AWCAEMH383JY9	1	4	12	0.200000	0.80000000	0.5	1.0	51	51	51
A3B7KGAUPB3TKS	4	9	3	0.100000	0.90000000	0.5	1.0	51	51	51
A3O6Y8J2VD3FJU	4	4	15	0.000000	1.00000000	0.5	1.0	51	51	51
A5LYCROZZUJNC	2	3	31	0.200000	0.80000000	0.5	1.0	1	1	1
A1W64Z6LNW8M3W	2	10	63	0.500000	0.50000000	0.5	1.0	51	51	51
AMDBZ5P0GAT69	0	7	94	0.000000	1.00000000	0.5	1.0	51	51	51
A5VMZTTCN2TZU	3	3	5	0.100000	0.90000000	0.5	1.0	51	51	51
A1N8W5FURE11WK	1	3	170	0.000000	1.00000000	0.5	1.0	51	51	51
A2WWFTDT0ICQSV	1	3	7	0.000000	1.00000000	0.5	1.0	51	51	51
A2C5LA07JCDWTN	4	4	27	0.100000	0.90000000	0.5	1.0	8	8	9
A1HXTROSMH9HY8	1	4	37	0.200000	0.80000000	0.5	1.0	51	51	51
A1QT6Z12POI8AP	1	3	4	0.000000	1.00000000	0.5	1.0	51	51	51
A6VY3JUKZYZNX	0	3	58	0.000000	1.00000000	0.5	1.0	16	13	18
A2NRFOEF4EOYEE	3	4	68	0.100000	0.90000000	0.5	1.0	12	9	22
A2BN9DIBP9A0XG	1	20	1	0.000000	1.00000000	0.5	1.0	51	51	51
AS3CK5WHCU03Y	0	3	35	0.500000	0.50000000	0.5	1.0	51	51	51
A2SPUUV9CAZQI8	2	5	10	0.400000	0.60000000	0.5	1.0	9	7	8
ASPL0SF3VVEZH	1	6	27	0.000000	1.00000000	0.5	1.0	51	51	51
A2IYX5W3A1N3VB	0	8	8	0.000000	1.00000000	0.5	1.0	51	51	51
A712D1QWINR3W	3	3	8	0.200000	0.80000000	0.5	1.0	26	32	23
A3FF8OTS5XYTPR	4	3	5	0.000000	1.00000000	0.5	1.0	51	51	51
A30IP3E4MDQ36	2	8	25	0.000000	1.00000000	0.5	1.0	1	1	1
AP46H9K79UFYJ	3	5	3	0.300000	0.70000000	0.5	1.0	12	18	17
A2K4WOSH37GSW6	0	3	12	0.000000	1.00000000	0.5	1.0	51	51	51
A3NV17B17PFB7G	2	4	24	0.000000	1.00000000	0.5	1.0	51	51	51
A1W8I22GCOX63A	0	3	10	0.200000	0.80000000	0.5	1.0	51	51	51
A5Y9XJVG84J5Q	0	5	12	0.100000	0.90000000	0.5	1.0	51	51	51
AG88PJVD9RI74	3	6	21	0.500000	0.50000000	0.5	1.0	51	51	51
A2VDA5Y5BHZCZS	3	3	31	0.100000	0.90000000	0.5	1.0	51	51	51
A1IQ2BN84E9QA1	4	5	5	0.300000	0.70000000	0.5	1.0	7	7	5
A2VDSIII404UTO	1	9	4	0.000000	1.00000000	0.5	1.0	51	51	51
A2N5IOBGR9PP6C	0	3	40	0.100000	0.90000000	0.5	1.0	2	2	4
A1452LJGS58DPC	4	3	22	0.100000	0.90000000	0.5	1.0	51	51	51
A3USUHJZ4KTQKA	1	13	11	0.100000	0.90000000	0.5	1.0	51	51	51
A1SYBE0KBFOYBI	2	3	16	0.200000	0.80000000	0.5	1.0	51	51	51
A38VANC397AZSD	4	10	3	0.200000	0.80000000	0.5	1.0	51	51	51
AWXF49EOW5IBR	0	4	8	0.000000	1.00000000	0.5	1.0	51	51	51
A2I3TKKHF6INI6	0	20	55	0.000000	1.00000000	0.5	1.0	51	51	51
AY7BP1U3O6UDW	3	3	40	0.300000	0.70000000	0.5	1.0	51	51	51
A2ZY49IDE6TY5I	4	15	11	0.000000	1.00000000	0.5	1.0	51	51	51
A1IC0HZ35M0406	3	4	9	0.200000	0.80000000	0.5	1.0	1	1	1
A35J0ZESXFCTJF	3	4	3	0.200000	0.80000000	0.5	1.0	51	51	51
A2PU94CPVXMHPW	3	3	59	0.100000	0.90000000	0.5	1.0	51	51	51
A2GNFCJEJPTFMJ	1	10	3	0.300000	0.70000000	0.5	1.0	44	34	31
AM7WKV17Q4ALR	4	4	71	0.000000	1.00000000	0.5	1.0	2	4	5
ADU86N9XQRN7C	2	6	8	0.200000	0.80000000	0.5	1.0	51	51	51
AMO1MLSIJSQOF	0	9	22	0.000000	1.00000000	0.5	1.0	51	51	51
A21AN4JGYRM3Z4	0	3	7	0.100000	0.90000000	0.5	1.0	51	51	51
AT1MU1J5GY5SV	2	5	11	0.100000	0.90000000	0.5	1.0	51	51	51
A1MFB775WUS73D	0	3	8	0.100000	0.90000000	0.5	1.0	51	51	51
A2GGLF49OBBYW6	0	6	11	0.100000	0.90000000	0.5	1.0	51	51	51
AH5095BM444XO	4	9	3	0.200000	0.80000000	0.5	1.0	51	51	51
A2BKEPCQ2KX8PH	3	4	7	0.300000	0.70000000	0.5	1.0	2	5	6
A1PZAES3HY7Z9I	2	6	16	0.100000	0.90000000	0.5	1.0	51	51	51
AG6WOD5BUD8BH	3	4	72	0.100000	0.90000000	0.5	1.0	2	1	1
A26IAWIOK1ZIII	2	6	11	0.200000	0.80000000	0.5	1.0	51	51	51
A1Z9Y3MXTQVSCV	3	3	4	0.000000	1.00000000	0.5	1.0	51	51	51
ARQZQ0TZCYRMH	4	4	6	0.000000	1.00000000	0.5	1.0	1	5	3
ATYX9OQUEA95S	0	3	9	0.200000	0.80000000	0.5	1.0	51	51	51
A2NKHNO8VA378W	3	20	5	0.200000	0.80000000	0.5	1.0	8	8	7
A3JH18T58CY65P	2	3	2	0.000000	1.00000000	0.5	1.0	51	51	51
A2Y96MUF4VWAOW	1	4	58	0.100000	0.90000000	0.5	1.0	16	14	14
A2337UBCGNKTZK	3	3	4	0.200000	0.80000000	0.5	1.0	51	51	51
A1M545AA87PCD5	2	4	8	0.600000	0.40000000	0.5	1.0	51	51	51
A1Y5096X8DVORS	3	4	29	0.200000	0.80000000	0.5	1.0	51	51	51
A3FZALNJU827SX	3	5	8	0.100000	0.90000000	0.5	1.0	51	51	51
A2LMSWLORQEURQ	2	4	10	0.100000	0.90000000	0.5	1.0	51	51	51
A35DP5B4IRDU1Y	0	4	7	0.200000	0.80000000	0.5	1.0	4	3	3
A2AMDQQMVSVORQ	2	3	18	0.100000	0.90000000	0.5	1.0	51	51	51
A2ICCKJYD394HT	0	4	5	0.000000	1.00000000	0.5	1.0	51	51	51
A2387V1ELGVDKP	1	4	94	0.100000	0.90000000	0.5	1.0	1	1	1
A1HKWPX0S5FSZ0	3	3	4	0.000000	1.00000000	0.5	1.0	51	51	51
A2TOP3D05WNABA	1	6	38	0.200000	0.80000000	0.5	1.0	1	1	1
A30LAVLDNH4JR0	3	19	72	0.000000	1.00000000	0.5	1.0	15	18	32
A3CXGS0FQ5PHIK	3	4	25	0.200000	0.80000000	0.5	1.0	51	51	51
A3R8DSB8L3WVDO	1	4	5	0.100000	0.90000000	0.5	1.0	51	51	51
A2RIAXGSBP65BJ	4	20	3	0.000000	1.00000000	0.5	1.0	51	51	51
A3JT5SVYJC1LOL	0	3	4	0.200000	0.80000000	0.5	1.0	51	51	51
A1PTNN4W2PR3E0	2	3	16	0.500000	0.50000000	0.5	1.0	51	51	51
AUNXZ6BC7JQKV	2	4	0	0.000000	1.00000000	0.5	1.0	51	51	51
A19Q37RCCF6DUH	4	3	9	0.300000	0.70000000	0.5	1.0	5	5	6
A1EA0TV12H0NU0	3	3	3	0.100000	0.90000000	0.5	1.0	51	51	51
A1WGRWF9TSCJRO	0	6	15	0.100000	0.90000000	0.5	1.0	51	51	51
A2Q17XGGZFA2W1	3	3	6	0.100000	0.90000000	0.5	1.0	51	51	51
A1PB3IPTS9N98K	0	7	18	0.100000	0.90000000	0.5	1.0	51	51	51
A3KBJ63TL5YWK9	0	3	12	0.200000	0.80000000	0.5	1.0	1	1	1
A25TVJ2ONZI2IQ	0	3	11	0.000000	1.00000000	0.5	1.0	3	4	6
A36E8PT1SBJ5RB	1	6	4	0.200000	0.80000000	0.5	1.0	51	51	51
A2ZYLUPVY3S5AP	4	4	3	0.200000	0.80000000	0.5	1.0	51	51	51
A1YLJFWYV3EYF5	4	3	8	0.000000	1.00000000	0.5	1.0	51	51	51
A3QXIV51GXNEG5	4	3	4	0.200000	0.80000000	0.5	1.0	51	51	51
AR5BXS47X5NZR	2	3	10	0.200000	0.80000000	0.5	1.0	51	51	51
A3RKFHBRBAG79P	4	20	4	0.500000	0.50000000	0.5	1.0	1	1	1
APJVBWZN4T3E6	1	3	12	0.000000	1.00000000	0.5	1.0	51	51	51
A31WUERWT46IKN	0	3	3	0.300000	0.70000000	0.5	1.0	2	3	2
A296PCGG1JHD7X	3	3	155	0.100000	0.90000000	0.5	1.0	9	7	12
A2AKKT2UAFBK2K	3	3	46	0.300000	0.70000000	0.5	1.0	14	4	4
A3I49HMI4LV6HU	0	8	22	0.000000	1.00000000	0.5	1.0	51	51	51
A2R97L6EDOOHMH	1	4	4	0.200000	0.80000000	0.5	1.0	51	51	51
A1IW1JI39JAURD	4	3	24	0.200000	0.80000000	0.5	1.0	49	9	10
A18CAJ0RSYG8TD	1	3	8	0.200000	0.80000000	0.5	1.0	51	51	51
A2W7FZKP0H0MNT	1	7	15	0.000000	1.00000000	0.5	1.0	51	51	51
A6VSWJVTWEOII	2	20	7	0.000000	1.00000000	0.5	1.0	1	1	1
A38GAVKN4596I3	1	3	40	0.100000	0.90000000	0.5	1.0	51	51	51
AG1ZDUF0N9UWQ	2	4	39	0.500000	0.50000000	0.5	1.0	51	51	51
AR5Q5E8CUT8TV	1	4	21	0.600000	0.40000000	0.5	1.0	51	51	51
A3JJ0JDZREXI4A	0	4	9	0.000000	1.00000000	0.5	1.0	51	51	51
AIQBLQ0DKPW47	4	3	60	0.200000	0.80000000	0.5	1.0	51	51	51
A1LYD7SM76EHG7	4	4	9	0.300000	0.70000000	0.5	1.0	3	4	4
AWAXS66YMHMNW	4	6	5	0.200000	0.80000000	0.5	1.0	51	51	51
A3QUM7IJF6VZTY	0	8	4	0.300000	0.70000000	0.5	1.0	51	51	51
A2RHWQN9XM6FB6	1	9	54	0.000000	1.00000000	0.5	1.0	2	2	4
A2JY8B65NCW6EA	3	5	11	0.300000	0.70000000	0.5	1.0	43	32	36
A4D5K46P2LBPD	4	3	30	0.000000	1.00000000	0.5	1.0	32	28	28
A3DMFA20SLHYE4	3	3	26	0.200000	0.80000000	0.5	1.0	51	51	51
A1DUTLBEGOL9R3	4	4	46	0.400000	0.60000000	0.5	1.0	51	51	51
A2IXAIARL0CDY7	0	12	8	0.100000	0.90000000	0.5	1.0	51	51	51
A2WXCIQ1NKCBM9	3	6	14	0.100000	0.90000000	0.5	1.0	51	51	51
A1S0A9R1UQNYKE	3	3	22	0.000000	1.00000000	0.5	1.0	51	51	51
A2Q934BD3J7AKE	4	3	83	0.200000	0.80000000	0.5	1.0	26	23	29
A39BGN8JA7CIFX	4	12	18	0.000000	1.00000000	0.5	1.0	15	7	7
A23MSHHDZCNV52	3	8	13	0.300000	0.70000000	0.5	1.0	51	51	51
A4XF0Z4VW0QBP	2	3	13	0.000000	1.00000000	0.5	1.0	16	30	25
A1M0LB5KDATEU1	4	3	33	0.100000	0.90000000	0.5	1.0	1	1	1
A2UC4MN95R4MEV	3	5	68	0.100000	0.90000000	0.5	1.0	34	14	19
AO0EVARIOXHM3	1	3	72	0.200000	0.80000000	0.5	1.0	19	15	18
A26DFSJW349WQO	0	6	83	0.200000	0.80000000	0.5	1.0	12	6	6
A2VGS3XZMQQQLU	3	7	15	0.100000	0.90000000	0.5	1.0	51	51	51
AP8VNYKBWWZ5B	3	3	10	0.500000	0.50000000	0.5	1.0	3	3	4
ACKT4GMJJB0LZ	2	4	7	0.400000	0.60000000	0.5	1.0	51	51	51
A81THT09TXMQE	1	4	20	0.400000	0.60000000	0.5	1.0	51	51	51
A3UUW38RAAZZ65	1	7	11	0.300000	0.70000000	0.5	1.0	24	9	10
A14IN1UIXQ6CSU	3	5	9	0.200000	0.80000000	0.5	1.0	51	51	51
A1EUT9DYQVQJ48	2	9	6	0.200000	0.80000000	0.5	1.0	51	51	51
A31AKXUO3FYRN6	0	9	92	0.300000	0.70000000	0.5	1.0	31	5	12
A19GH1DCYZ6U2M	0	6	17	0.300000	0.70000000	0.5	1.0	51	51	51
A3O6LOIW8WAPQK	3	3	10	0.100000	0.90000000	0.5	1.0	51	51	51
A12VUTXAN57SIZ	2	3	5	0.000000	1.00000000	0.5	1.0	51	51	51
A2XQEU59A2IOJ9	3	5	4	0.200000	0.80000000	0.5	1.0	51	51	51
AWDW6GO7D22DM	4	8	28	0.000000	1.00000000	0.5	1.0	51	51	51
AA3TDQ34248M7	3	12	29	0.000000	1.00000000	0.5	1.0	51	51	51
A1890F2IBKTR5D	0	8	3	0.400000	0.60000000	0.5	1.0	5	8	7
ALC6L83HASN4S	3	3	5	0.200000	0.80000000	0.5	1.0	51	51	51
A6JLART1F4CI	4	3	5	0.100000	0.90000000	0.5	1.0	51	51	51
A2LSOEPMGWPAR3	2	4	8	0.200000	0.80000000	0.5	1.0	51	51	51
A3UIEOSUJO8ZRW	0	3	11	0.200000	0.80000000	0.5	1.0	6	5	5
A3S57YWQQGIZHP	4	3	23	0.300000	0.70000000	0.5	1.0	51	51	51
A1G2GANGY9WK2B	3	3	3	0.200000	0.80000000	0.5	1.0	51	51	51
AMGQZBTHOBEXW	0	3	7	0.500000	0.50000000	0.5	1.0	51	51	51
AI4XVOH709OLK	4	3	6	0.000000	1.00000000	0.5	1.0	51	51	51
A1BDMSNJVHCS8W	1	15	3	0.000000	1.00000000	0.5	1.0	51	51	51
AQH1SWR5HA413	0	7	34	0.100000	0.90000000	0.5	1.0	51	51	51
A14MZJTZAQS6CV	1	6	19	0.500000	0.50000000	0.5	1.0	51	51	51
A32IHWKSLPMRBK	3	10	11	0.000000	1.00000000	0.5	1.0	51	51	51
A2RT3ALS62WES1	4	3	6	0.200000	0.80000000	0.5	1.0	51	51	51
A3D4NL89UHIJ87	3	3	56	0.300000	0.70000000	0.5	1.0	25	35	36
A3S90O1BI21EJK	2	3	8	0.000000	1.00000000	0.5	1.0	51	51	51
AN4D6B5B3DGT0	1	4	6	0.400000	0.60000000	0.5	1.0	51	51	51
ATBRH3U3KP55S	1	3	9	0.100000	0.90000000	0.5	1.0	51	51	51
A184K5PFSEL337	1	4	11	0.000000	1.00000000	0.5	1.0	51	51	51
A3ANB1N6EUOP1B	1	7	49	0.100000	0.90000000	0.5	1.0	2	1	1
A12ZA2244R5IQV	2	5	26	0.200000	0.80000000	0.5	1.0	51	51	51
ATJOVP7P6JRPU	3	4	8	0.000000	1.00000000	0.5	1.0	51	51	51
A2IWZ6Z2IHQW1E	1	15	17	0.200000	0.80000000	0.5	1.0	51	51	51
A20XM6F911RIDE	0	4	10	0.300000	0.70000000	0.5	1.0	51	51	51
A3RG6CWLQ94JQ0	0	8	10	0.100000	0.90000000	0.5	1.0	1	1	1
A340DXWOIKH6UL	4	7	24	0.200000	0.80000000	0.5	1.0	51	51	51
A266BFIUYON37V	3	4	215	0.100000	0.90000000	0.5	1.0	51	51	51
A2QOUJSVUODD8G	4	3	6	0.200000	0.80000000	0.5	1.0	51	51	51
A2XNQSGY2MN74I	2	4	85	0.100000	0.90000000	0.5	1.0	51	51	51
A3FDXWGOGEMP0U	3	3	21	0.400000	0.60000000	0.5	1.0	10	19	17
AQC0I7X09Q2QQ	2	3	3	0.000000	1.00000000	0.5	1.0	51	51	51
AUFWBTL0HKB5Z	0	5	21	0.400000	0.60000000	0.5	1.0	51	51	51
A1C9RXXYKVZD0Q	4	7	5	0.300000	0.70000000	0.5	1.0	51	51	51
A1RQQ3PRKJJSCP	1	3	60	0.200000	0.80000000	0.5	1.0	51	51	51
A31HL0PMO5QVQ8	4	4	22	0.400000	0.60000000	0.5	1.0	51	51	51
A3VXM4Z75RRI0M	3	5	9	0.100000	0.90000000	0.5	1.0	51	51	51
A3ODP9PJMK83RM	3	3	76	0.300000	0.70000000	0.5	1.0	51	51	51
A3Q9J4O1ESVB27	2	4	71	0.100000	0.90000000	0.5	1.0	51	51	51
AO6TF4458HWDS	3	7	2	0.200000	0.80000000	0.5	1.0	51	51	51
A1LOP5VD102NSG	3	4	12	0.100000	0.90000000	0.5	1.0	51	51	51
A249KJUI0J3KD7	0	3	42	0.000000	1.00000000	0.5	1.0	51	51	51
AV4B7IO8QEWW5	3	3	29	0.100000	0.90000000	0.5	1.0	51	51	51
A3U9LCXD8K2036	0	3	8	0.100000	0.90000000	0.5	1.0	8	3	3
A26NSWOAKB86LM	2	7	4	0.200000	0.80000000	0.5	1.0	51	51	51
A20J0NBT6FWXXM	0	12	23	0.000000	1.00000000	0.5	1.0	51	51	51
A146H6A41B26QT	0	3	58	0.100000	0.90000000	0.5	1.0	51	51	51
A2U65XOK057RNL	3	5	5	0.100000	0.90000000	0.5	1.0	51	51	51
A15LL62L6M8Q3C	1	6	11	0.100000	0.90000000	0.5	1.0	51	51	51
A3466WNJY2UIZU	0	9	17	0.200000	0.80000000	0.5	1.0	51	51	51
A3LESL1S0OWJ4G	2	8	3	0.200000	0.80000000	0.5	1.0	51	51	51
A1YDJKYFOT9QG5	3	6	6	0.300000	0.70000000	0.5	1.0	51	51	51
A2R8VXVVO50XIM	0	3	9	0.100000	0.90000000	0.5	1.0	51	51	51
A1L15VDRPWAH16	1	6	41	0.100000	0.90000000	0.5	1.0	4	2	3
A1F1NJZT98XGQU	2	6	43	0.000000	1.00000000	0.5	1.0	4	3	4
A1DOG75V4DP366	1	4	12	0.100000	0.90000000	0.5	1.0	51	51	51
A23HBM0LW0918A	3	3	19	0.300000	0.70000000	0.5	1.0	51	51	51
A3R35H0I9B949F	0	3	29	0.000000	1.00000000	0.5	1.0	51	51	51
A1XT4961W3YCBC	3	4	3	0.100000	0.90000000	0.5	1.0	51	51	51
A287L7BQKBNVAZ	0	3	23	0.100000	0.90000000	0.5	1.0	51	51	51
A1WEUTCM4W9F6Q	2	4	6	0.200000	0.80000000	0.5	1.0	51	51	51
A1DTV8HMAZLE69	2	3	5	0.200000	0.80000000	0.5	1.0	51	51	51
A20GBVCS8IW72S	2	3	13	0.100000	0.90000000	0.5	1.0	9	7	8
A1UXS2F9VZAJE3	3	4	7	0.000000	1.00000000	0.5	1.0	51	51	51
A32R28LR0UOZ6U	1	5	5	0.400000	0.60000000	0.5	1.0	3	1	2
A9QIL0YJ3HT5	1	3	21	0.000000	1.00000000	0.5	1.0	51	51	51
A3ORZJVHPTURZ1	0	5	23	0.100000	0.90000000	0.5	1.0	51	51	51
A2KUA2400G70J2	4	8	16	0.100000	0.90000000	0.5	1.0	51	51	51
A3QFCVR9YO3GK	0	6	42	0.200000	0.80000000	0.5	1.0	51	51	51
A2WBQ5Y3QJ8DX1	4	4	31	0.200000	0.80000000	0.5	1.0	7	12	12
ASMAN2S0D2VF2	2	3	4	0.000000	1.00000000	0.5	1.0	51	51	51
A1KR8XPAUAGC3P	1	3	13	0.300000	0.70000000	0.5	1.0	51	51	51
A3QPAXR2XDK5AV	1	3	92	0.000000	1.00000000	0.5	1.0	51	51	51
