user_id	fold	history_length	target_frequency	target_in_union	baseline_rank	oof_rank
AOE21NROMDWDV	4	6	11	1	39	36
AJ37PDNCS0X7A	1	5	6	0	51	91
AMSZXR1PDP3NS	1	4	97	0	51	91
A136DW1EJYLDPX	2	3	18	0	51	91
A191Q0M6SG37S7	0	4	31	1	25	26
AHGGSY182427	3	4	36	1	51	54
A2A9NARKEB8IHB	2	6	4	0	51	91
AJ8KSRW54XJCL	0	3	18	0	51	91
A1QJ1PQB4NVANO	4	6	26	0	51	91
A1EN93VM9A31F0	2	10	24	1	18	21
A10MZ1W1M8LIBJ	3	3	6	0	51	91
AXA8VZ9W0ECQW	3	6	54	1	1	1
A3QO4VXCK8HLU9	1	7	42	0	51	91
A1O5TVTKYL466F	2	5	0	0	51	91
A4ILNANUTY237	2	6	3	0	51	91
A3QUG39UDJOPNB	1	7	4	0	51	91
ALKDL3UEHSDPC	0	6	29	0	51	91
A3HN318DL1X2G3	4	4	7	0	51	91
A1LXVKS73TCBAL	1	6	5	0	51	91
A3DYEUD88GBYIX	1	6	17	0	51	91
A2GELG3F06GNIQ	2	3	17	0	51	91
A23LI4IGIGNV8H	3	4	4	0	51	91
A33F1QQY1IZJQX	2	6	55	1	51	65
ADRHC427TKK5U	0	6	10	0	51	91
A2SNUORW55MZWO	1	4	13	0	51	91
A1ON2K254UY5QI	1	5	19	0	51	91
A2N01S3H0HGM3L	4	4	10	0	51	91
A16MNAUMOFXBBM	4	14	2	0	51	91
A3R94Y2FDZ9BGD	2	3	16	0	51	91
AEZ4IQDMN7N92	2	5	33	0	51	91
A3W0ZSLO11BGAA	1	7	13	1	16	17
ANXFFK9WAHFMX	4	6	2	0	51	91
A366RW4HUD2Q0I	3	5	21	0	51	91
A2JGU0PWRCJY8A	0	4	17	0	51	91
A1OMGQEEHGWBSQ	4	3	6	0	51	91
A2DJ9LOXS70R4S	4	5	6	0	51	91
A1ODOGXEYECQQ8	0	20	0	0	51	91
A3U68F8PHNL4TU	2	4	9	0	51	91
A3A8RKVVYHG3FV	2	3	4	0	51	91
A1YSH8X4ZR1S09	2	4	7	0	51	91
A3AY01PUHID1PR	2	9	17	0	51	91
ARN2EOPGN53DH	0	7	30	0	51	91
A34EPRSMN6Z3YW	4	6	24	0	51	91
AEIV8NDUIATRU	4	5	16	0	51	91
AIJ9WDUMGAJ15	3	7	5	0	51	91
A39FG77HRYDBVT	3	3	28	0	51	91
AYR0DRU48KRMC	1	4	22	0	51	91
A1LB4IHDHZM1R8	1	4	27	1	1	1
A3N6FMURYF7UPZ	0	5	7	1	7	7
A3HO3HVBC8BV06	1	3	9	0	51	91
AXP4UDBQJPHE1	3	3	9	1	51	45
A17PW45P2ASH4K	1	3	26	0	51	91
A1W6H2ZDXUB1KW	2	4	6	1	2	2
A2UYQHB5U8WZM	4	3	6	0	51	91
A1GYRC4WR76H5H	0	4	2	0	51	91
A2JGTQ5YJQ3KO0	4	4	3	0	51	91
AMKVZRLT1BNJ8	1	10	10	0	51	91
A3DOPYDOS49I3T	4	11	16	0	51	91
AU4JKHDDEID7I	4	3	8	1	5	5
A2TG00IK82LVDR	2	9	9	0	51	91
A2U4QPHG0CQQTB	1	5	3	0	51	91
A2QAVUYGRE42IX	1	3	4	0	51	91
A35XD281YUSVVD	0	3	21	0	51	91
A1RHM0REK6U595	2	3	7	1	1	1
A15B8KRI6K9U19	4	3	8	0	51	91
A39VSI0DB30W1S	3	4	8	0	51	91
A24F1UX8ZT5IXY	2	3	5	0	51	91
A3GLYIC0IDN1TU	4	4	13	1	18	21
A11GZYJOWIEXYI	2	3	16	1	51	60
AN4HRAGRHHX1H	0	5	49	0	51	91
A2S036QNK68S8T	0	3	27	1	27	29
A12E78L9515IF6	0	4	8	0	51	91
ASZID61R3Y2NR	3	4	3	0	51	91
A1SN0GF90DLUHI	2	20	3	0	51	91
AGNHR40JQARSR	4	3	6	0	51	91
AZR7QWE89IGXG	1	3	19	1	51	36
A3G0U6PF6AWXK7	4	5	10	0	51	91
A3U5QF6KKP2S3X	4	9	8	0	51	91
A12FM5EOLFEZYI	4	4	3	0	51	91
A2FZUJX9Q9UKX6	2	3	21	0	51	91
A15KWAS4XOM8FT	1	6	12	0	51	91
A2OCAGNUJX1ZCX	3	4	16	1	16	14
A3G74QFXYOQ6YF	0	6	13	0	51	91
A2O0ZDILYOJP6W	3	4	22	0	51	91
A3PE0N67KQB0AV	0	6	5	0	51	91
A2LKMJV8T13OXB	2	4	33	0	51	91
A1FI3FNLU8NES0	0	9	17	0	51	91
A14TLXE8P4B52Q	3	4	10	0	51	91
A1A7VIA7BN83OR	2	4	6	0	51	91
A19F6XX0KK6XZA	1	4	23	0	51	91
A21LQBK94KH4EE	1	3	27	0	51	91
A401HW4RAZSR2	1	8	7	0	51	91
A2UZKG9X249UFA	2	4	12	1	10	11
A31O9E3AY13TM6	0	3	4	0	51	91
AACDO0R41961F	0	4	60	0	51	91
AO09OME2ENWKE	4	4	3	0	51	91
A1S41XL290P4BD	3	3	13	0	51	91
APLV1SMNDUMOY	1	5	50	0	51	91
A26G7LECAVZLRP	2	9	3	0	51	91
AS7SB0A3QKVQV	3	12	29	1	7	8
A1VNR9R5SJY9L3	1	3	106	1	36	35
A3UW5BDKLDFT6K	4	3	4	0	51	91
A3MGS0LSJOXLTB	4	3	29	1	1	1
A35ZYZ946LZAHG	1	4	12	0	51	91
A1WV7QZ57F2CSV	1	12	21	0	51	91
AAKE8XRT4ME6G	1	5	5	0	51	91
A2EIODKT7EDOC4	1	14	43	1	31	31
A2W1LAJDCR6994	0	4	17	0	51	91
A2MSBIA18RXYQC	4	6	3	1	3	3
A232GERJK2H90U	1	8	41	0	51	91
A11RDKHE38YVZV	2	5	6	0	51	91
A2DCA216GS0PZ2	0	3	10	0	51	91
A2RGEQ4EOILD9Q	0	3	4	1	43	40
AR5BXS47X5NZR	2	3	10	0	51	91
A8CK54VT5DJTR	2	3	6	0	51	91
A1DIDB2WOZD1M3	4	20	3	0	51	91
A3M606TBE6C5N4	0	8	6	0	51	91
AGQQH06BMQGK7	4	8	8	0	51	91
A630U5ET4DPB7	1	19	8	0	51	91
AM6J9WAJP0SAD	3	3	6	0	51	91
A25O2ZZDN9UN4P	3	5	39	0	51	91
A1LU118O02OIV	0	18	11	0	51	91
A1HWCUZ0XT6W6H	0	3	6	0	51	91
A2SNRRXE9M9ZDY	4	4	27	1	35	34
A1XX8FL2JX2S33	2	4	43	0	51	91
A3O3FSM02PL6H2	1	3	12	0	51	91
A3VX8M0M9QD4DC	0	4	30	0	51	91
A3CA8UO0SPBRYX	0	3	22	0	51	91
A2YO0L1ZIV8AWG	4	3	37	1	1	1
A5Y1W3GV64MPT	4	6	7	1	24	25
A3C7BJ1X9RN2IH	2	4	31	0	51	91
A1SUZJ1XP2QQXA	4	16	17	0	51	91
A226IWT7KTK74J	3	4	40	0	51	91
A20PEGFP2NVI47	4	5	34	1	2	2
A1POFVVXUZR3IQ	2	20	28	0	51	91
A2ZWJTW1DKZANF	4	12	26	0	51	91
A2CDY3039RUN0H	0	3	10	0	51	91
A16J0ZE2YY07Q6	2	10	58	0	51	91
AMGQZBTHOBEXW	4	3	7	0	51	91
A2Y20VP3OQA6ZO	1	3	6	0	51	91
A185HK1BL3JI9J	1	5	6	0	51	91
A3CQHV1A40MOIC	3	3	27	0	51	91
A2VPNSU1F6YPWL	0	3	10	1	3	3
A2VEJDERH3PMKZ	0	3	6	0	51	91
A1WTL2G700DKL6	1	3	74	1	22	21
A1U6M8VJHK2ECA	1	4	31	0	51	91
A1DVPPJFMIVKXZ	3	3	53	0	51	91
AXQLQMYYFKRII	2	6	3	0	51	91
AUCXT9K30SHYF	0	20	18	1	4	4
AXVQOR3H4JDC2	4	4	2	0	51	91
A2TCER1495J5KR	3	3	3	0	51	91
AGFBKMLKQHBYS	3	4	41	0	51	91
A2LER8S3UAHQDZ	3	11	1	0	51	91
A3MJISYNXNYEQD	0	7	28	1	26	30
A2AWVROFGSZU4E	0	6	40	1	51	82
AXVKMYWNIHK7W	1	20	0	0	51	91
A3LQ7EAIMSNQUJ	1	5	4	1	51	46
A286DQ4WH9EKEL	2	5	2	0	51	91
A2S73Z7ZR6HAMX	3	3	23	1	28	28
A2XYAK5P9LS7C4	3	6	11	1	19	19
A1ELYMBBVAR2WN	0	3	31	0	51	91
A1Q0PTUZXGF5JL	4	4	14	0	51	91
A20IUKANSDXBOT	1	3	3	0	51	91
A1IG06T98FQ2IS	1	3	27	0	51	91
A3Y0IB3VYLD6A	2	14	22	0	51	91
A2TJKX2LKCSKU3	3	4	16	0	51	91
A2W0AJD1QWP1H4	3	9	24	1	2	2
A3PC2T7T1XELU6	3	3	3	0	51	91
A2WE84Q2TEP8TI	1	5	8	0	51	91
A29UNXK7F3S93L	0	5	4	0	51	91
A2EFBTL9OICM1O	3	8	6	1	8	8
A2S91L57H81THL	1	4	44	0	51	91
A2N187FKDQDNGH	2	4	5	0	51	91
A2UZIWB7R12JOG	1	3	5	0	51	91
A330ZUPZ5U9NLF	0	3	3	0	51	91
A2QMN4QUU2WJY8	4	3	6	0	51	91
A3D2GWJKWFVSMB	3	4	7	0	51	91
A9LRUADOXTL41	0	3	39	0	51	91
A2JFQW7VM2QNPH	0	6	6	0	51	91
A1G4WLQKJW4M2O	0	4	4	0	51	91
A1AZOG7YMURLD9	1	11	4	0	51	91
A1JA4RHXIGA4MA	1	3	2	0	51	91
A1QC8NGYF3CCLD	4	3	5	0	51	91
A1EWFJN5E4DOLR	4	3	10	0	51	91
ASHP8S5ECNIDP	3	3	118	1	51	88
A1Y9GIN3KAO24L	2	4	4	0	51	91
A287L7BQKBNVAZ	3	3	23	0	51	91
A19B5KDA7UV254	1	6	7	0	51	91
A3AJWITG95EY0Q	3	20	6	1	19	18
A3P566QXHI9AOM	3	4	41	0	51	91
A2LZKKQ8EP50MK	1	4	42	0	51	91
A3R1EB0IGE3CC7	4	3	1	1	2	2
A1G0KB82S6LL0R	0	9	5	0	51	91
A2EJ6DCT1JKRCY	2	4	3	0	51	91
ADF3WPM4HVIUN	4	3	23	0	51	91
A3GFK7F5IUF60X	1	11	2	0	51	91
A3LJBAB0VHJ0AD	3	8	24	0	51	91
A94M62TZHSGQ1	4	3	4	0	51	91
A1Y57JQKN4ICD0	3	4	103	0	51	91
AIF56B9ZSUX09	0	3	4	0	51	91
A19TWVNQBJBZR2	4	3	44	0	51	91
AQN14T2B6C16	3	7	29	0	51	91
A1SWCNGOR3GMOQ	3	5	4	0	51	91
A6FO0MB6JE7EL	3	3	47	0	51	91
A1KGV63EWL505T	3	4	6	0	51	91
AW3DCBYGF9F	1	8	38	1	47	86
A38E07LI5GGPNC	2	3	7	0	51	91
A1A8RXQ55UA8XH	4	6	92	1	51	83
AUXP73NVGZUGM	4	5	5	0	51	91
A7QPT76IH03UH	1	4	5	1	2	2
ACZVOG8KHVVPX	4	6	7	0	51	91
A2WWFTDT0ICQSV	2	3	7	0	51	91
A2I28ZMSXK9TUC	3	4	4	0	51	91
AB3I74FIW58XI	2	11	6	0	51	91
A2LR99VQFO6UNX	1	10	49	1	51	51
A1KY5PTH94QGTR	2	3	33	0	51	91
A2HVPVHPXCHJRF	2	20	40	0	51	91
AJS42DZPFVA8N	1	5	9	0	51	91
A3F5RK1VFSUUXQ	0	4	33	0	51	91
A234HVRMPCP8II	2	7	8	1	3	3
A3DETJ3SIGHPWI	3	8	56	1	16	19
A2Q4BMLCC0RYKR	0	7	4	0	51	91
A1MHIVRIOX4SIA	4	5	19	1	17	16
AUXN66NCOESX7	1	12	30	0	51	91
A1ZN780LG9Y0K5	0	3	26	0	51	91
AKB7JR9UC52A4	2	20	7	0	51	91
A24E0HXB7EXRE8	4	7	20	0	51	91
A2N9PUF7SJLMOO	3	3	7	0	51	91
A21GEQROTZD533	3	10	5	0	51	91
A1FQSSLJ72JRBT	3	3	4	0	51	91
A2OD1JLZEBG380	2	20	4	0	51	91
A1SN8XGT6DW2MO	2	5	13	1	1	1
A5JI9EG5PW9FH	1	4	9	0	51	91
A3UE5KIX8NSIHG	2	3	6	0	51	91
A44DTHZKRCSFU	3	10	30	0	51	91
A1QYE76M7E4ZK4	2	3	10	1	8	8
A38LN26ERY70YX	4	4	50	0	51	91
AY18WRNVUTVYG	4	6	16	0	51	91
A2MHBX3JSYLZ1C	3	4	4	1	31	30
A3EBZ9FT9X92OR	3	4	4	0	51	91
A1G5ASRILGGY4I	4	4	20	1	26	25
AJXZUXN05JWXV	0	3	52	1	51	83
AT9L9315LIYY	2	3	42	0	51	91
A137SY2CCOWTP6	4	5	12	0	51	91
A2EA3GGW19OUKQ	3	3	7	1	2	2
A3QVAKVRAH657N	0	8	49	0	51	91
A3CPYQCBZFXMIH	0	3	19	0	51	91
A3RKWR9E95TO66	2	3	34	1	51	52
A1SKZYT31006MW	3	3	41	0	51	91
AUKPDR8EJIIGE	1	3	7	0	51	91
A1IN9LVY9QL620	4	3	2	0	51	91
A333PLXUB7CDB0	0	5	9	0	51	91
A1QIF5JZARLE1H	0	5	14	0	51	91
A3K9CDK8A2RV3T	3	3	9	1	14	15
A8IWIC2W9ZFY2	0	6	9	0	51	91
A2HIVGG8BW850H	0	4	2	0	51	91
A1FNP1K6UHRU45	4	3	8	0	51	91
A1104SH03FMIIW	4	5	3	0	51	91
A3QVM3CCALDS6S	1	4	5	0	51	91
A2QULJQETCF6RV	1	3	8	0	51	91
A3SU0OXYEQXLEK	1	6	94	1	1	1
A1JS69H3IGXRWU	3	3	4	0	51	91
A181ZNB42LISRZ	4	5	8	0	51	91
AJJE755KH22W9	1	9	8	0	51	91
A3PQWC8FCFW87F	3	3	6	0	51	91
A1DG75OT3Y49EM	3	15	8	0	51	91
A13U56PF19VGSW	0	3	31	0	51	91
A1S9MR2FGRDHP9	2	3	21	0	51	91
A14FU0ZQLKAKCS	0	3	7	0	51	91
ABBJTPCH0XMEH	4	3	11	0	51	91
A21QC2AASBR09L	3	3	4	0	51	91
AID6CVJP7AVOQ	0	4	17	0	51	91
A377FZRDZYXKM2	2	5	15	0	51	91
A2UF1LG383U72L	3	5	5	1	1	2
A325C1BAYA0309	2	4	5	0	51	91
A2466SPW3QPXQX	4	4	16	1	31	28
A26QQ7YITP2HQC	0	4	23	1	8	8
A15ORRVOIDFIZU	2	3	3	0	51	91
A2FUNN2NPIZXIA	0	7	23	0	51	91
A2065HBMYDXJ1S	3	20	2	0	51	91
A1X3ESYZ79H59E	3	15	23	1	14	15
A1SJSLSIMHRL2Z	1	6	41	0	51	91
A2GDF6L1UTRJYR	4	4	22	0	51	91
A11IOU2PH93QV2	0	3	19	1	51	54
A3J8SAK96UFSYZ	4	3	11	0	51	91
AKFLZAZ89IJVU	0	3	5	0	51	91
A37DH425IEA4RV	4	5	20	0	51	91
A1O62IHK2IF5PC	3	4	21	1	10	10
A1TLG4I54BJL98	0	18	55	1	32	37
A3VN7SQ8A1JZ54	3	7	4	0	51	91
A35O0BNO212XHX	4	3	37	0	51	91
ABNIDDBGWRTP5	0	4	11	0	51	91
A3E70C6TC9RILZ	3	4	37	0	51	91
A2PUOY27UBTRY6	0	9	11	0	51	91
ALE4C0WII65YP	3	4	24	0	51	91
A2LDHXTBUM9G6N	2	3	7	0	51	91
AJPJG42Z3WGVG	2	10	10	0	51	91
A2NF4VDSPQ1S54	1	3	11	1	11	11
AZQA8ZIGS01FG	1	10	7	1	1	1
AEW6DZ01HRCJY	2	3	23	0	51	91
A2KWIRXYFC1OQ1	0	10	83	0	51	91
AD9SR8HI4ZJBX	2	5	7	0	51	91
A134F9G6MBP6MQ	3	3	16	0	51	91
AM3FLDRMZ53YM	3	4	93	1	11	10
A1UXVUM6G2H7D6	1	3	68	1	23	25
A1CA0ZZ5XNKTGS	1	3	13	0	51	91
A3RVDXHXWXI6K4	2	5	14	0	51	91
A2LK0EBHY9QR10	0	5	41	0	51	91
A1SYEY0VXLA17Z	2	3	14	0	51	91
A3P6ET0G4CR86C	2	5	3	0	51	91
AAUN3REVEOITX	0	4	29	0	51	91
A2BGHLCOTTB54U	2	3	10	1	34	26
ABOYCLPNX2UNJ	0	3	0	0	51	91
A3N69DAS9TM33S	1	20	4	0	51	91
A2QCE7L6GRE3MT	2	20	15	1	10	11
AG506JWT6JQQT	3	3	4	1	5	5
A1PZ94AOBKDLZU	1	4	3	0	51	91
A1OZWVXJ2D3N3T	4	3	55	0	51	91
A3EUOLR9ED95Z7	1	3	4	0	51	91
A24RR8LLPYVVAU	2	3	215	1	8	10
A1ITRGMT80D5TK	1	20	17	1	51	51
A1CNI382AJ17T5	4	4	4	0	51	91
A2DG1NQM08X1EI	0	20	55	0	51	91
A305GY9YZTQEB	4	8	8	0	51	91
A1NRS2WV9B7177	2	3	5	0	51	91
A13FNVCPZYKIAM	1	3	15	0	51	91
A119KK75AZ1DP6	0	3	5	0	51	91
A3PC3LSYOKAQ3N	4	8	50	0	51	91
A1ZH5ULI4SBO48	2	6	28	1	13	12
A1JEGYUC334DZR	3	4	10	0	51	91
A1QJY0EDUXOHJM	4	3	5	0	51	91
A2ME89MSWVG9NF	0	20	8	1	2	2
A2UH314FV64XY6	3	6	9	0	51	91
ARXU3FESTWMJJ	3	8	1	0	51	91
A3UVUG97PQ7WD2	3	12	3	0	51	91
A3MINCOO65ZNQN	1	3	12	1	10	10
A2XYZQ1FAQ6EI1	2	3	8	0	51	91
A1IZBPA1V7NYXK	2	3	17	1	12	12
AM9HZUQETO9R9	4	3	9	0	51	91
A11N2UZ48TJT48	3	3	4	0	51	91
A2R363RMYSWFG4	4	5	6	1	1	1
A3QBB4VPEBJJ24	1	3	5	0	51	91
A24F385BETBP4N	2	4	6	0	51	91
A1MR1VMK999I6O	1	9	40	1	51	69
A186LOC0NVBF5L	4	3	151	0	51	91
A2UGBQSNS1I37M	0	5	38	1	23	25
A36C1ZI5JRLMC8	3	3	30	1	51	61
A1LHAO75MWDEYO	0	4	26	1	19	20
A4ONPTKOHKXPB	3	3	132	1	45	44
A1AMRAAFW8QBYF	2	5	2	0	51	91
A2N8956FWF69SE	2	3	16	0	51	91
A284GFG9CIUW1P	1	4	2	0	51	91
AXUJFOFQZNTN	3	11	8	0	51	91
A2Y0R9XM45HH62	1	20	8	0	51	91
A3SPQKW1C9951H	3	4	15	0	51	91
A1Y7GIPHDG81AD	4	4	52	0	51	91
A19GFB6MYAG7PN	1	3	12	0	51	91
A3PRSWZ0RL7ACT	3	15	10	0	51	91
AWPN47SSWK1JV	2	6	38	0	51	91
A1VSD1TTO9LTA6	4	3	55	0	51	91
A15Y9Y28DTIC05	3	3	58	0	51	91
A2F2DG41NB39PX	0	4	8	0	51	91
AAH603Y3Y8QL7	3	18	11	0	51	91
A131VGR5CR4PB4	4	5	52	1	20	29
ADYIAC3MCSL93	1	10	9	0	51	91
A2AA5T39QIK2K1	3	5	6	0	51	91
A2AR2ZJ1QHHK01	1	3	19	1	8	9
A3MAT1NQF6UC4O	3	20	4	0	51	91
A251KVE2VGXALR	0	5	47	0	51	91
A2H2JL14UZXUPZ	0	14	3	0	51	91
AHKX4DNXFSKOT	2	3	9	0	51	91
A20BKZTTFO1TF7	0	5	24	0	51	91
A2MRAZ3ALKZK7W	1	3	38	0	51	91
A3RN32JBRAK1FP	0	4	103	1	46	86
A2RA1DOQP9304M	2	4	176	1	27	30
A1BVGOY4JCX83R	0	3	48	1	1	1
A341HCMGNZCBIT	4	4	11	0	51	91
A3UH0O8TK5R8FY	2	3	3	0	51	91
A26VJE2ZATK6O9	3	3	18	0	51	91
A1QOVHGJITC8J0	3	6	17	0	51	91
A298CARSW68Q3U	3	3	5	1	29	25
A356PDI67MS3BH	3	3	96	0	51	91
A33SRRK6M2ZGIH	4	3	3	0	51	91
A2IXKRFLNM4LDM	1	4	13	0	51	91
A3VKFO5C6QOE4K	2	4	5	0	51	91
A3KUGN2LP2VIQ9	1	4	34	1	12	12
A335VOMLST4WVV	0	8	15	0	51	91
A3J1CEZ30ZOJ7S	3	11	2	0	51	91
A2A3BV8DGUI6I	4	4	8	0	51	91
A2RYDPHD0M5S7I	4	3	31	0	51	91
A38MF3LIFBPX51	4	4	25	0	51	91
A2GOZQPHJ788UQ	3	3	18	0	51	91
A1KB6PCFL2REFT	0	3	25	0	51	91
A1G8USRY17IR1X	1	6	6	0	51	91
A4BVCSLY01UPF	4	9	79	0	51	91
A26P36TZEES9HD	3	3	36	0	51	91
AX4AW8LGWA1F6	1	6	26	0	51	91
AENK4X1X4C5CM	1	7	15	0	51	91
A1YXVV3DBA2J3A	2	10	29	0	51	91
A1KMF2QPCDHE7	2	3	5	0	51	91
A1VTUS3U85L9VV	2	3	10	0	51	91
A2CWANTNE71TOS	0	4	9	1	2	2
A2FG90RW53W8WS	4	4	7	0	51	91
A3KJ9UTP3TSDJW	0	8	49	0	51	91
A2SLFIR3G6PX5	4	20	18	0	51	91
A2W0GY64CJSV5D	2	18	10	0	51	91
A2ER5EXBTGHA43	4	4	14	0	51	91
A2DKW22GKBUXSQ	3	3	17	1	11	10
A2EA4XBVXSP98E	3	3	3	0	51	91
AVQY07T9RNITK	3	4	3	0	51	91
A302C4H5KWW1ET	3	3	215	1	14	21
A34VA2QLT0X903	1	14	40	0	51	91
A3ITVS1WQT6WI3	4	17	36	1	51	55
A1P8ZVG6MJX9O1	2	14	39	0	51	91
A1TUPM148KWIBM	2	4	48	1	26	57
A3HDT5LZAFRULB	2	7	14	1	5	6
A2BVLSQDYFTTQ0	2	5	64	1	14	14
A2H02B7LBX46AD	3	3	16	0	51	91
A1JVSCKRRVHCB0	1	3	5	0	51	91
A1P1IEBKXW32RK	0	6	42	0	51	91
AA3842XDUDEUI	2	3	8	0	51	91
A3K77GJCI8FRYU	0	6	56	0	51	91
AEZMYVH0STCB	0	7	7	0	51	91
AI2AOCTC8BQVZ	0	4	26	1	51	58
A3LWC833HQIG7J	0	20	17	0	51	91
A1L9O8FL2REQTE	0	4	7	0	51	91
A2NY1MRHRISURO	0	7	5	0	51	91
A3AB8VAUQY88VP	0	8	5	1	1	1
ALYO802XSAPL7	1	20	4	0	51	91
AW93QPLG23B98	4	13	16	0	51	91
A5G52PQUFVMVX	3	3	27	1	27	27
A1AT8LQXVW1LC0	3	3	6	1	15	12
A3OHRD232BAGUD	2	3	30	0	51	91
A2T8T4V86QS3BR	0	3	24	0	51	91
A1IOL5NIOIX0PX	3	4	10	1	1	1
A19FH0XB46522I	0	3	2	0	51	91
A1ASFOZ19DJLGA	0	3	7	0	51	91
A4YRU9QD9M4G4	2	7	5	1	51	40
A2IHY39623CN1O	2	3	30	0	51	91
A9KK99ZWWTBCE	3	7	50	0	51	91
ADXV7BK720D8F	2	4	22	0	51	91
A3O7N6RGUTDEJI	0	4	27	0	51	91
A19OB162NGPFV4	0	3	3	1	3	2
A27ZFNMC15SHJD	2	3	22	0	51	91
A58R4AT079Q95	3	3	10	0	51	91
AV2JONP5LRMYZ	4	3	3	0	51	91
A2BT10XEGEB7UH	0	4	17	0	51	91
A2ETVM09XDOUEA	1	4	13	0	51	91
AIXBCY1J3BLPA	4	3	15	0	51	91
A1FN0L4YDJZW6V	0	7	18	0	51	91
A3CAIZ5D023DAO	2	18	2	0	51	91
A1E7FCPQ1UCK6M	4	5	1	0	51	91
A7CTIXDLF8I5W	0	4	9	0	51	91
A2N48XBUS9YDMP	2	17	36	0	51	91
A1Q6BKOJ230RM6	3	6	11	0	51	91
AJK7XO8EFV2KN	3	5	10	0	51	91
A1TMZKEBSSC50N	3	4	29	1	51	66
A20DSZEU6Z1X7I	4	3	34	0	51	91
A2XJF57IUWGIO6	3	4	17	0	51	91
A27AX5S9H37BIV	1	3	16	1	2	3
A20GM2FEAPGGJ8	4	6	1	0	51	91
A3BH63GKL7MQ2K	0	9	35	0	51	91
AATZSBPZI9G1K	0	20	5	0	51	91
A1GN8IPG1L8PXG	2	3	2	0	51	91
A2SA3G2RPDEVRL	1	4	42	0	51	91
A2L78BBV9QW5JU	4	4	10	1	8	6
A2MLPDFJX6H6JW	1	7	66	0	51	91
A2WFZWRYWLC20S	2	20	24	1	1	1
A1OW5M4JTNG715	2	14	2	0	51	91
A12I1XTSARFJW2	1	3	11	0	51	91
AKYBGT4SJKW22	3	8	14	1	5	5
A2A4X545ERLS7H	0	6	15	0	51	91
A92TWVOPU7PFV	4	3	11	0	51	91
AVXPKFP18SI6D	3	7	7	1	6	6
ANMF51XDZH4HW	3	3	4	0	51	91
A2JMBNNZVS17LL	4	3	4	0	51	91
A69GBB918D2PP	2	5	29	1	15	15
A2S2ADSU70LGJV	4	5	3	0	51	91
A2WN1IVTKU9GKJ	3	4	6	0	51	91
A209G0ZKVI5HTP	2	4	33	1	1	1
A141A7NBD1DOCX	4	3	9	0	51	91
A3CI1E0Q3VWNZ6	1	9	26	0	51	91
AVU9EZ7I2ND6D	1	9	12	0	51	91
A327MOE7BL8U08	1	3	85	1	17	19
A34OHUSQ46C27S	2	3	96	1	8	12
A25VNU7C7VL0QV	3	3	14	1	1	1
AUG80XS7HK1Z9	0	4	58	0	51	91
A3H0GN6BWUVNKM	0	3	23	0	51	91
A2B9G424FZOR6A	2	3	15	0	51	91
A2ZGOWJ9DHUVPJ	2	4	4	0	51	91
AM5N9DEP8YVG6	4	13	5	1	3	3
A3HZEQAJ0O35R2	2	3	5	0	51	91
A28EW6STTK2Z1W	2	3	8	0	51	91
A5J15TWUVTWVG	0	5	12	0	51	91
A26OPNLJ0JYHPH	0	20	11	0	51	91
A32LKHQGJ8Q9A0	2	4	96	0	51	91
A1KQ6Z445AGKQL	0	10	20	0	51	91
AQXL8AC8YZU01	1	8	10	1	22	17
A37D9SE2F6AO6R	0	7	3	0	51	91
A305DX8UDZ37JZ	0	3	8	0	51	91
A20SBZN7R9YR25	0	9	74	0	51	91
A28IGCCX0DKFHL	0	3	29	0	51	91
A3BJ6IYXW4XYJ5	0	3	27	0	51	91
A13TVF86XC4O42	2	7	16	0	51	91
AKVUUDPUOOJ7G	4	3	7	1	51	63
A1WQZ0DF76GZRR	0	3	3	0	51	91
A3RMEU4GNP60BM	1	5	3	0	51	91
A1MVYVGYPRLQ7N	3	20	5	0	51	91
AH5CA8MFL7S9B	4	6	5	0	51	91
A102QPG7QM1J40	1	15	10	0	51	91
A3SHXLLECKBJ5T	4	4	16	1	4	4
A3KIR7P97E8XCX	3	3	19	0	51	91
A1ZILSMQWL01NZ	1	3	13	0	51	91
A1Q48I7K1Y6K5T	4	10	4	1	5	5
A11WYHDB1YEZOX	4	4	126	1	32	79
A3NKO0NUFLCF92	3	5	32	0	51	91
A12VUTXAN57SIZ	4	3	5	0	51	91
A3ARXE2KRSM0VF	2	8	23	0	51	91
A3I5HP7FYKKX6Z	1	3	12	0	51	91
A2PXDVKKE8TFZV	0	4	11	0	51	91
A3FUIF5ZGOXO6I	2	3	21	0	51	91
A3IDR2IYI58507	1	3	8	0	51	91
AXZ62WD544MWZ	4	3	2	0	51	91
A1XEJRNQSZPWAI	4	3	30	1	51	76
AR7ZPLXAJ9YQ5	1	3	20	0	51	91
A37L4MMJAB3OS5	2	5	4	0	51	91
AP1J69VTX4NSE	2	3	173	1	2	2
A3MMBLQ4200L8H	3	4	21	0	51	91
AAA0TUKS5VBSA	1	19	43	1	51	50
A1MQVMRXPUIJ5U	3	3	4	0	51	91
AAQ9NJ480N9W5	4	14	6	0	51	91
AH1FE0H8VVV6E	0	5	5	0	51	91
A45B33GH6R0FJ	3	3	7	1	1	2
A1MPL6I4H3KPC9	3	6	9	1	3	3
AFAP4J75DQ1T5	4	7	7	0	51	91
A3BMTEJ0WD1TW3	1	3	28	0	51	91
A2XT8C2ASRLF2M	4	5	30	0	51	91
