dataset	user_id	top50_overlap	beam50_pcrf_rank	anchored_beam200_rank	expansion_in_top10
Beauty	AM71JIFY00NKJ	0.88	51	201	1
Beauty	AMGM73M3JHWEA	0.88	51	201	0
Beauty	AMRMK86X3PKXD	1.0	4	4	0
Beauty	AMS8PUHZCGJZG	0.98	51	201	0
Beauty	AMUXU4POKNEGG	0.96	51	201	0
Beauty	AN1K7LC331CJ2	0.88	10	10	0
Beauty	AN3PC88UFEQ28	0.86	1	1	0
Beauty	ANJHAYWIR79WK	1.0	51	201	0
Beauty	AO5UTGX62XHPQ	0.9	51	59	0
Beauty	AO7E57UAQHYJA	0.86	51	201	0
Beauty	AO7FNRCNXD8UU	0.96	51	201	0
Beauty	AO96PLO6E3MJC	1.0	51	69	0
Beauty	AOF5LPPFGS9LJ	0.9	51	201	0
Beauty	AOPDKU2TYYU8K	0.9	51	201	0
Beauty	APE2YW9D1JPP7	0.86	51	120	0
Beauty	APFHNZ5XXQ87R	0.8	51	201	0
Beauty	APG8YOWMAHRPG	1.0	51	89	0
Beauty	APZX9O17BHVTG	0.88	1	1	0
Beauty	AQJL058KMF7NN	0.9	51	201	0
Beauty	AR6XPJLA0UYVE	0.92	51	201	0
Beauty	AR8BLVM8V9MSR	0.98	51	201	0
Beauty	ATJZ2IBUD9NML	0.84	51	201	0
Beauty	ATQJGEZNPHDVO	0.9	51	201	0
Beauty	ATT0WWCICZUWD	0.98	15	15	0
Beauty	ATZDGPMWR6N5D	0.9	51	201	0
Beauty	AU256DDJD43PL	0.96	51	201	0
Beauty	AU6W46CUQBHZR	0.92	24	24	0
Beauty	AUF0N5SPOYWD	0.98	17	18	0
Beauty	AUJ6L5MSMGXHB	0.98	51	201	0
Beauty	AUOKZGW7ZSFDQ	0.88	51	201	0
Beauty	AUZ8FSNOTA0DN	0.94	51	201	0
Beauty	AV5980KJFVGCG	0.94	51	133	0
Beauty	AV6823XS14U41	0.88	51	201	0
Beauty	AVZVX51EXLABO	0.86	51	201	0
Beauty	AWZM1G83QMMSR	0.84	51	201	0
Beauty	AX3DSWK3WK06K	0.86	51	201	0
Beauty	AX5ORXVS062F1	0.8	51	201	0
Beauty	AXE2V202CT93M	0.9	51	106	0
Beauty	AYIVP2Q1XP3H8	0.86	51	201	0
Beauty	AYQ14XGJODM9J	0.92	51	201	0
Beauty	AYRFF08N8GZKF	0.96	51	201	0
Beauty	AYUF7YETYOLNX	0.98	51	110	0
Beauty	AZAE1LVHY66WS	0.9	51	201	0
Beauty	AZIFU5UI0G71E	0.9	51	73	0
Beauty	AZM2QKIIGG9I2	0.84	51	192	0
Beauty	AZSWYOYUCD81E	0.72	51	201	0
Beauty	AZZIOU48NE8PC	0.98	51	201	0
