user,split,sample_hash,history_length,recoverable_sum,recoverable_mean,recoverable_max,recoverable_positive_fraction,recoverable_ge8_fraction,displaced_cf_sum,displaced_cf_mean,metadata_lost_sum,metadata_lost_mean,metadata_retention_mean,metadata_retention_min,current_metadata_visible_sum,current_cf_visible_sum,log1p_popularity_mean,log1p_popularity_min,tail_item_fraction,top_k_similar_item_mean,lp_current,lp_recover,benefit,positive_label,predicted_probability
A3IYT41OTSN91K,fit,0299388ab521a4425ad2b628d102094d8f90119333c69b49cd25dbb440510f46,2.0,40.0,20.0,30.0,1.0,1.0,39.0,19.5,40.0,20.0,0.8186063218390804,0.7413793103448276,172.0,58.0,3.194280702772815,2.833213344056216,0.0,5.0,-1.7155416011810303,-1.751146912574768,-0.03560531139373779,0,0.1311463937508151
APCU5MPM2Y0LY,fit,029c6a27bd3b4112338235e139ff7b5c49613896fb1d85e6256060f59d043852,6.0,142.0,23.666666666666668,34.0,0.8333333333333334,0.8333333333333334,126.0,21.0,374.0,62.333333333333336,0.6655907451952557,0.3148148148148148,472.0,175.0,2.52652291212746,1.6094379124341003,0.16666666666666666,5.0,-1.8305790424346924,-2.1408371925354004,-0.310258150100708,0,0.09946664099955076
A14KGTLUYL9B07,fit,02a67dc8677abd57e146c86ce02a66be423c461141ead714b6eecfa116c5bd95,2.0,33.0,16.5,33.0,0.5,0.5,29.0,14.5,54.0,27.0,0.8071428571428572,0.6142857142857143,169.0,58.0,2.736135336835737,2.6390573296152584,0.0,5.0,-1.4029390811920166,-1.653441071510315,-0.25050199031829834,0,0.14310823381214113
A1TC3Z9S5LK4C1,fit,02a9bc11f286064c7afc9f000a810d251ddc0aaa180f7ffb1f6153bf6791f842,6.0,121.0,20.166666666666668,33.0,0.6666666666666666,0.6666666666666666,109.0,18.166666666666668,255.0,42.5,0.7408506193412521,0.41545893719806765,489.0,174.0,2.9237683708163176,1.6094379124341003,0.3333333333333333,5.0,-1.431837797164917,-1.535644769668579,-0.10380697250366211,0,0.1530189778470625
AX05DBU8IRUWY,fit,02b9e9f719b5a7e0645c261f87b0f4e3c440efc363e12539067b835d6734d230,2.0,34.0,17.0,34.0,0.5,0.5,30.0,15.0,79.0,39.5,0.7591463414634146,0.5182926829268293,158.0,60.0,3.4923581600591325,1.6094379124341003,0.5,5.0,-1.0832014083862305,-1.3616840839385986,-0.27848267555236816,0,0.30329881236441875
A2Z867F7BMJBZM,fit,02bb79646ea12725e700e51f8cb1af1f730f133d3ab70df2345e2055eeeee9ac,2.0,21.0,10.5,21.0,0.5,0.5,21.0,10.5,21.0,10.5,0.9018691588785046,0.8037383177570093,144.0,58.0,2.596478425445105,2.4849066497880004,0.0,5.0,-1.6222267150878906,-1.675123929977417,-0.05289721488952637,0,0.13077403165022208
A2RO70ATW4Q9RK,fit,02bf6317336e5c60d9348f5378019ed29d65e26ef7035401aaabf16d556a1a13,3.0,99.0,33.0,33.0,1.0,1.0,87.0,29.0,191.0,63.666666666666664,0.5919460991844941,0.46236559139784944,258.0,87.0,2.307219394717043,1.791759469228055,0.3333333333333333,5.0,-1.0057320594787598,-1.9916054010391235,-0.9858733415603638,0,0.11036495066016462
A1G76710K1HON,fit,02c2046840ca781ed6038c52a9a7f8fd9360eaf1e4578acf540e52a65c7cece7,5.0,118.0,23.6,33.0,0.8,0.8,106.0,21.2,299.0,59.8,0.6837894779762527,0.32209737827715357,425.0,145.0,2.4201424259744693,1.6094379124341003,0.4,5.0,-1.494782567024231,-1.2432851791381836,0.25149738788604736,1,0.11567831161869302
A2DG1NQM08X1EI,fit,02c7a0728b4159162dbbecf9f785d204f3356fe8487f683d83cd76e55e484f39,20.0,367.0,18.35,34.0,0.65,0.6,331.0,16.55,1025.0,51.25,0.7417804379716302,0.26380368098159507,1613.0,582.0,2.959397261054945,1.791759469228055,0.15,5.0,-1.2610279321670532,-1.7698253393173218,-0.5087974071502686,0,0.07557603783407477
A30HIH5U76OK6D,fit,02d0bb9abc8c145dbc922c00e0bd721d76432f0d993905f82083f004f266b2b5,5.0,149.0,29.8,33.0,1.0,1.0,133.0,26.6,368.0,73.6,0.6008736708382949,0.36134453781512604,429.0,145.0,3.4266165645561726,2.70805020110221,0.0,5.0,-0.364459753036499,-2.0316073894500732,-1.6671476364135742,0,0.11884889966610937
ATI347DKEGPG0,fit,02d3c5fc3a1ffaeb5a263b5d892a47fb30ff373a9a196532475e84bd0f9ae2fe,3.0,58.0,19.333333333333332,33.0,0.6666666666666666,0.6666666666666666,54.0,18.0,156.0,52.0,0.7220819304152638,0.39351851851851855,233.0,87.0,2.6727653795051736,2.3978952727983707,0.0,5.0,-1.080485224723816,-1.2988574504852295,-0.21837222576141357,0,0.11414621545453224
AT2K6AWJFYZQ1,fit,02d4a955b956216e9647c91c8e423406ff9b8916847c785f492769e9d76226c0,4.0,101.0,25.25,34.0,0.75,0.75,89.0,22.25,193.0,48.25,0.6816823211233004,0.5182926829268293,299.0,118.0,2.5670326665310093,2.3025850929940455,0.0,5.0,-0.19938406348228455,-1.4354383945465088,-1.2360543012619019,0,0.10598542664428111
A6FZ1MG3WEXIF,fit,02d71f320779250cc95e3b9f25fff7f75e1cb551f4092a06ce68be05cdaf4afc,2.0,57.0,28.5,33.0,1.0,1.0,53.0,26.5,113.0,56.5,0.6366233766233766,0.49142857142857144,172.0,58.0,2.0715673631957663,1.9459101490553132,0.5,5.0,-0.09715062379837036,-2.795928478240967,-2.698777914047241,0,0.11307028066687685
A305GY9YZTQEB,fit,02e27bc28337a2f05f7d4449df3e67496bc7aadb0c80cc54f3aa1211a200f3bc,7.0,119.0,17.0,33.0,0.8571428571428571,0.7142857142857143,111.0,15.857142857142858,264.0,37.714285714285715,0.770695746280891,0.38565022421524664,567.0,203.0,2.000828612058201,1.3862943611198906,0.5714285714285714,5.0,-1.0119997262954712,-0.9449766278266907,0.06702309846878052,1,0.09905195917100065
A223R888QONFAO,fit,02e2e34362921c19cbb8905f4ead36f6662683cc5ad59683fefbb8988e827fdd,2.0,66.0,33.0,33.0,1.0,1.0,58.0,29.0,86.0,43.0,0.6678719008264462,0.625,171.0,58.0,3.366700945918679,3.1780538303479453,0.0,5.0,-0.36648887395858765,-1.5084720849990845,-1.1419832706451416,0,0.14966077005660208
A16BJ43Z46QS3N,fit,02e4cc131c37591020b45b60d36a8313d3097a3072d3dcd1cf34e04158e81b9e,2.0,65.0,32.5,33.0,1.0,1.0,57.0,28.5,194.0,97.0,0.4782457938853042,0.4223300970873786,173.0,57.0,3.8356804615953215,3.3672958299864737,0.0,5.0,-1.3973724842071533,-1.2430669069290161,0.1543055772781372,1,0.17398565953851217
AZTBE3J2MJRKW,fit,02e7ed75a6cc6d2ac0020a725811c616242749ed2f4571e7c3ede22c941ad118,4.0,79.0,19.75,35.0,0.75,0.75,73.0,18.25,93.0,23.25,0.8081293706293706,0.6287878787878788,315.0,118.0,3.14073389294978,1.9459101490553132,0.25,5.0,-0.33225053548812866,-0.39474815130233765,-0.062497615814208984,0,0.17256258479054426
A29RAOOQ1C85FG,fit,02eb3cc1057b5b4db08d17333c4c15ba069ee8b6df7f9f5e012ca645f470ddaf,5.0,105.0,21.0,36.0,0.6,0.6,93.0,18.6,428.0,85.6,0.6213073373627088,0.3565217391304348,366.0,153.0,3.0725345973317895,2.3025850929940455,0.0,5.0,-0.420281320810318,-0.663995623588562,-0.24371430277824402,0,0.14753150790653186
APPCJX62WKIIP,fit,02f297e256943cd23f24e5b4bdae515b23112a5572c14beff0e26288baca5541,17.0,309.0,18.176470588235293,35.0,0.5882352941176471,0.5882352941176471,277.0,16.294117647058822,1450.0,85.29411764705883,0.7410436587058119,0.09100758396533044,1252.0,499.0,3.3564068450954703,2.70805020110221,0.0,5.0,-0.32551151514053345,-0.7256307005882263,-0.40011918544769287,0,0.11866627562116144
A2546LZHF202T5,fit,02f6b7d769d432d4d1a6ecedc379ef8135f638c7204d86e1a79fd7fcf2aca4f2,2.0,33.0,16.5,33.0,0.5,0.5,29.0,14.5,37.0,18.5,0.8495934959349594,0.6991869918699187,163.0,58.0,2.746530721670274,2.197224577336219,0.0,5.0,-1.5490095615386963,-1.4409867525100708,0.10802280902862549,1,0.1550541340049866
A2LENX3JISE7FW,fit,0315ebc1e1dac560d43a4e60e18d1e4a3fb1d99179736f4cd2a00db15b0aa813,2.0,33.0,16.5,33.0,0.5,0.5,29.0,14.5,221.0,110.5,0.6388888888888888,0.2777777777777778,137.0,58.0,2.7403194616709956,2.0794415416798357,0.0,5.0,-0.08003690093755722,-1.861283302307129,-1.7812464237213135,0,0.12969809667905088
A21P2TXB19CFRT,fit,0317a8335bae165afdbfc9dde5ae40c46724e986ca07ebc8b4b6127c95d6fc56,8.0,191.0,23.875,33.0,0.875,0.75,171.0,21.375,466.0,58.25,0.6646385431065513,0.4056603773584906,667.0,233.0,2.0603423455682783,1.3862943611198906,0.5,5.0,-0.8558594584465027,-1.4169671535491943,-0.5611076951026917,0,0.09287771105766936
A3H2BWZ5ZMVIHP,fit,032421f346110c1978dda080699b3211c3da3d8650da9f27189254166b3378c4,3.0,33.0,11.0,33.0,0.3333333333333333,0.3333333333333333,29.0,9.666666666666666,90.0,30.0,0.8295454545454546,0.48863636363636365,213.0,87.0,2.777596489472653,1.791759469228055,0.3333333333333333,5.0,-1.1454060077667236,-1.482174277305603,-0.3367682695388794,0,0.20024811508723162
AZXX2IV3T43M2,fit,032d60e327b56e4b0e33cc303c3eee590e5a0047252d97c9c8fbaa1d3b984dfb,3.0,100.0,33.333333333333336,34.0,1.0,1.0,88.0,29.333333333333332,290.0,96.66666666666667,0.504725264722091,0.33203125,257.0,88.0,2.9129118204544913,2.5649493574615367,0.0,5.0,-1.2112220525741577,-1.7600739002227783,-0.5488518476486206,0,0.10775343800538821
A30P9UFFUTLZAX,fit,0336a93c5a8874ea6defcf6982a1c7f31a49c103d0f66a3dc1a79e6c0d5fb650,4.0,133.0,33.25,34.0,1.0,1.0,117.0,29.25,390.0,97.5,0.49937007373506226,0.3739130434782609,342.0,117.0,2.396851501390662,1.791759469228055,0.25,5.0,-0.11299236118793488,-0.38906019926071167,-0.276067852973938,0,0.10208787457750107
A31FL8I2C1WV32,fit,033bcd2e02da69a6549f154955cba173462c0307e931a68b5fb5aa2a6826aba2,9.0,211.0,23.444444444444443,34.0,0.7777777777777778,0.7777777777777778,188.0,20.88888888888889,1008.0,112.0,0.579731419830803,0.21994884910485935,707.0,262.0,2.4333772542997725,1.3862943611198906,0.5555555555555556,5.0,-0.08532112091779709,-2.555361032485962,-2.4700398445129395,0,0.13488136257490793
A2V1Z11YAVUFRI,fit,034fd222619ab358a491d8b4a1ed1da5661f1058b7bbcf491c24cd60c8708c32,8.0,124.0,15.5,34.0,0.625,0.625,112.0,14.0,198.0,24.75,0.8185941855571464,0.5771812080536913,617.0,233.0,3.407334009765666,2.197224577336219,0.0,5.0,-1.902380347251892,-1.9608590602874756,-0.058478713035583496,0,0.14425755685147817
A3KP80ROO50I4K,fit,03556d42687c6ea9ecd5089ed238405a55f396639834758aa1f8f69165fa6e7f,3.0,49.0,16.333333333333332,33.0,0.6666666666666666,0.6666666666666666,45.0,15.0,62.0,20.666666666666668,0.8315508021390374,0.6515151515151515,238.0,87.0,2.507286417400543,1.9459101490553132,0.3333333333333333,5.0,-1.8808196783065796,-1.9707982540130615,-0.08997857570648193,0,0.14607216460274794
A7BQB93ZWUII3,fit,03572c0cd9b0b7f0363b9bd493afbf58b47f023cd498af537f6aa58fd53e579f,3.0,99.0,33.0,33.0,1.0,1.0,87.0,29.0,1019.0,339.6666666666667,0.36166428272318035,0.09277238403451996,258.0,87.0,2.9470047701612976,2.197224577336219,0.0,5.0,-1.0711991786956787,-1.6912429332733154,-0.6200437545776367,0,0.08548608791771899
A2NZMBTSY5B0VC,fit,0359369d03e361cc409f6f63f5fe05d1129bcd2dfe9e1bb722e0e6f161b07cdd,4.0,33.0,8.25,33.0,0.25,0.25,29.0,7.25,264.0,66.0,0.8114285714285714,0.24571428571428572,252.0,116.0,2.6426753377673924,1.3862943611198906,0.25,5.0,-0.5747944712638855,-1.6462314128875732,-1.071436882019043,0,0.17804056194909507
A2PEF2YCO16IFY,fit,036079b0d016675b7071b8d36544efcfb07c03189fb58885886eb2918d1cf006,2.0,42.0,21.0,33.0,1.0,1.0,38.0,19.0,55.0,27.5,0.7783891547049442,0.6515151515151515,172.0,58.0,3.3497501700808385,3.332204510175204,0.0,5.0,-1.0830830335617065,-2.0187008380889893,-0.9356178045272827,0,0.13347028951787693
A3LTM8P4W2ZIUU,fit,036120a20d648a1721e87dcb8cfe8808a1ea1720c6fe45d8e43e951a1c42ffdd,3.0,99.0,33.0,33.0,1.0,1.0,87.0,29.0,327.0,109.0,0.5183871560286479,0.27129337539432175,258.0,87.0,3.3673778240833125,2.833213344056216,0.0,5.0,-1.443155288696289,-1.6352183818817139,-0.1920630931854248,0,0.12643676566566994
AC5UOO7YRH4IK,fit,03615699fd6b9bda9697c991d40291c1d5b6478613a0f4c3ddfe7eddcf89f18d,13.0,389.0,29.923076923076923,33.0,0.9230769230769231,0.9230769230769231,345.0,26.53846153846154,1648.0,126.76923076923077,0.4593343764715413,0.28104575163398693,1077.0,377.0,2.528330229263268,1.791759469228055,0.23076923076923078,5.0,-0.4869905412197113,-3.7699599266052246,-3.2829694747924805,0,0.08886296476955156
A1T392NVVDXHWD,fit,036272e2f3d2974f34eec2bc188354c9ce77e03bf4cf13f3cfdb3bbbaa1b9b13,3.0,91.0,30.333333333333332,33.0,1.0,1.0,83.0,27.666666666666668,202.0,67.33333333333333,0.5868403216669112,0.48863636363636365,258.0,87.0,2.4241327975233484,1.6094379124341003,0.3333333333333333,5.0,-0.9310145378112793,-1.4261970520019531,-0.49518251419067383,0,0.12030145014214083
A1YPELVB6ZOV8E,fit,0364475f5fe7b6baf3881acb3e609e277aa54225ef436010c2ca332d4b1a10c9,3.0,47.0,15.666666666666666,33.0,0.6666666666666666,0.6666666666666666,43.0,14.333333333333334,190.0,63.333333333333336,0.7294147582697201,0.3282442748091603,244.0,88.0,2.4294148003400413,1.9459101490553132,0.3333333333333333,5.0,-1.836564302444458,-1.9548213481903076,-0.11825704574584961,0,0.12568794048522658
A17V9XL4CWTQ6G,fit,0366adfc3fd0b3583920db748028d933ef7235d62e1aa239d7a19ff70ccdee9d,6.0,144.0,24.0,34.0,0.8333333333333334,0.8333333333333334,128.0,21.333333333333332,344.0,57.333333333333336,0.6654818151647934,0.40375586854460094,506.0,176.0,2.788266473746292,2.0794415416798357,0.0,5.0,-0.6853336691856384,-0.7181708216667175,-0.0328371524810791,0,0.09788176067357827
A3I5FTOFQO2S5N,fit,0367e883dd7735fd4d2687bafb03e4f4e9f84097785212486ac7d555eb71441d,4.0,89.0,22.25,33.0,0.75,0.75,81.0,20.25,147.0,36.75,0.7378015118368018,0.5771812080536913,311.0,116.0,3.846346732792621,3.4339872044851463,0.0,5.0,-0.6484178900718689,-1.813348412513733,-1.1649305820465088,0,0.178136746957461
A3NE7BWSEOHIWJ,fit,0371b5738efe38fb8d2f467468e2ed88a79fe63bb38b105b07aac5655d0d7da4,4.0,114.0,28.5,33.0,1.0,1.0,102.0,25.5,497.0,124.25,0.4778668413591517,0.31386861313868614,344.0,116.0,2.5315577559572495,1.9459101490553132,0.5,5.0,-1.4314677715301514,-1.5443042516708374,-0.11283648014068604,0,0.124591039227833
A1YFQU7U7YOYWY,fit,0376eee1dbf7c3b9778dbe1acbbf83cf240e417f6bedd8a330c0c5ccac2bc7b7,4.0,100.0,25.0,34.0,1.0,0.75,91.0,22.75,146.0,36.5,0.7282858537465275,0.5850340136054422,343.0,117.0,3.2677780468483832,2.8903717578961645,0.0,5.0,-1.211761236190796,-1.3802343606948853,-0.16847312450408936,0,0.1321795135195598
A3HL1LRW4VDG6A,fit,037821992143b70a7ec5156a3f64c0f24f07847ce8fa05f320d52950d79d5258,12.0,363.0,30.25,34.0,1.0,1.0,323.0,26.916666666666668,1028.0,85.66666666666667,0.569318646967493,0.26461538461538464,1029.0,350.0,2.376691367921097,1.6094379124341003,0.3333333333333333,5.0,-0.2735746502876282,-0.31163546442985535,-0.03806081414222717,0,0.06338183625918227
A2S5M7NAP0DH1M,fit,0378515f420ed23531aac74328f24fc4ac284f8ce2b0554eba6853f2381342c5,2.0,24.0,12.0,24.0,0.5,0.5,24.0,12.0,24.0,12.0,0.8909090909090909,0.7818181818181819,125.0,58.0,3.4978830781524253,1.9459101490553132,0.5,5.0,-1.631204605102539,-1.5783969163894653,0.05280768871307373,1,0.2962773655022547
A24O15MYDNLZBE,fit,037b6706733cc95248863116e0f4fb2eb9b243994f87332cd57f6f04c9fe6e65,6.0,102.0,17.0,35.0,0.5,0.5,90.0,15.0,606.0,101.0,0.647650546387295,0.28135593220338984,406.0,178.0,3.8213873098012336,3.332204510175204,0.0,5.0,-1.1481341123580933,-1.0935275554656982,0.05460655689239502,1,0.20184316057993265
A2QEUSIYUOY9KB,fit,0383682b3e830ea7caa340c8c9203e863caad2d7d3e47613acc64e1e2c595a5f,2.0,66.0,33.0,33.0,1.0,1.0,58.0,29.0,937.0,468.5,0.2826499282809962,0.09277238403451996,172.0,58.0,2.8173948015846246,2.6390573296152584,0.0,5.0,-1.0490187406539917,-1.3355439901351929,-0.28652524948120117,0,0.05432184385811996
A3VVJAQYJKJC33,fit,0385b6908e41d50fc32378ec9a460b2ed1c0e4a7622920ecc4b73e4bc09990f7,4.0,84.0,21.0,34.0,1.0,0.75,76.0,19.0,195.0,48.75,0.7075171292639468,0.4207920792079208,343.0,117.0,2.2109037730459873,1.6094379124341003,0.5,5.0,-1.6210540533065796,-1.856205701828003,-0.23515164852142334,0,0.11709784714629054
A367RV1T05L0NO,fit,038c383abb2929a741a976ca0c99df21872b9d6a0efcc16f6ce04eee4ecb6bed,3.0,71.0,23.666666666666668,33.0,1.0,0.6666666666666666,63.0,21.0,130.0,43.333333333333336,0.7016317016317015,0.5584415584415584,258.0,87.0,3.743211246939913,3.295836866004329,0.0,5.0,-1.3947187662124634,-1.4187052249908447,-0.023986458778381348,0,0.17772848999761995
AVLH2QMDH0DXN,fit,0393a1240a72bbb0365e0c185a61eae2dd99e05a8a352df6d198deb3198e4021,4.0,66.0,16.5,33.0,0.5,0.5,58.0,14.5,269.0,67.25,0.7151756535947713,0.2986111111111111,326.0,117.0,3.113867141997112,1.6094379124341003,0.5,5.0,-1.0224601030349731,-1.0554516315460205,-0.03299152851104736,0,0.22334052525431902
A5JOVJ1IR9KV7,fit,039545fea682ea424ef4c2b2eb7cdc129d73c8fe15b9dc5322e2ba96f7be6ab0,2.0,54.0,27.0,33.0,1.0,1.0,50.0,25.0,173.0,86.5,0.5825414277860677,0.36134453781512604,172.0,58.0,3.870549545017683,2.5649493574615367,0.0,5.0,-0.8730679750442505,-0.9912095069885254,-0.1181415319442749,0,0.17797254626824832
AVCNHCPISQT3Y,fit,0397af34c1c46c5120c0e6e7d4a218c99209b9e60ec4d207e9067236b850e900,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,194.0,87.0,3.397173187917399,2.197224577336219,0.0,5.0,-1.821783423423767,-1.7709563970565796,0.0508270263671875,1,0.24842391405822722
A2KBKHIR26SABS,fit,039be82490a16a17182c180bcc8f3ac118e20ac8c115f35ccd7003b56c3cb6e0,2.0,67.0,33.5,34.0,1.0,1.0,59.0,29.5,278.0,139.0,0.4314997522187683,0.2847682119205298,171.0,59.0,1.868834809141684,1.791759469228055,1.0,5.0,-0.8682563900947571,-1.5819411277770996,-0.7136847376823425,0,0.13366097278165104
A23OKGKSP56NF3,fit,03a977d9fe54087ceaaab94f2e62ea5f9b90b6876a6fba344330bc9824dac48a,2.0,67.0,33.5,34.0,1.0,1.0,59.0,29.5,196.0,98.0,0.46648672964462434,0.4358974358974359,170.0,59.0,2.5737472384067264,1.3862943611198906,0.5,5.0,-1.7742040157318115,-1.7568382024765015,0.01736581325531006,0,0.16194557214992245
A1ZRD3WNHP8O3T,fit,03ac08db26a2400b683735803f507a81232b0e02fa62a73b5e63c2f9d3a1b6ef,2.0,33.0,16.5,33.0,0.5,0.5,29.0,14.5,81.0,40.5,0.7574850299401197,0.5149700598802395,158.0,58.0,2.6208735075298213,1.9459101490553132,0.5,5.0,-1.641725778579712,-1.5663206577301025,0.07540512084960938,1,0.19532921062535447
AJWN7P2JU1KYN,fit,03ae963e1f85b069bfff74827267bd3d5820049c74ecc9508d097f482caf3cb9,2.0,51.0,25.5,33.0,1.0,1.0,47.0,23.5,182.0,91.0,0.5854615384615385,0.344,172.0,58.0,2.4181409534757385,2.197224577336219,0.0,5.0,-0.8686004877090454,-0.9947131872177124,-0.126112699508667,0,0.08424878087744521
A1FT0QZX0L3RJD,fit,03ba5553c8d95fb13d21a4a748b1aabbd7f8ffa4c54ea991e8bf1c1bea83ec5d,2.0,18.0,9.0,18.0,0.5,0.5,18.0,9.0,18.0,9.0,0.9134615384615384,0.8269230769230769,126.0,58.0,3.3619162204106043,2.5649493574615367,0.0,5.0,-1.7929961681365967,-1.7217861413955688,0.07121002674102783,1,0.18901605490866644
A3L1BNBV4SS1H8,fit,03bb7c8e3f28ddd892a77cd85ddc6a7c8fa026b46c63e1921fb2f0e89cb47a8b,11.0,197.0,17.90909090909091,33.0,0.5454545454545454,0.5454545454545454,173.0,15.727272727272727,1727.0,157.0,0.6485399328305482,0.09277238403451996,785.0,320.0,3.4281586837123057,1.791759469228055,0.09090909090909091,5.0,-0.653307318687439,-0.8271356225013733,-0.17382830381393433,0,0.23218654282387702
A2HC9549CZAKNN,fit,03bbb675ead4b461b270b8c75fbf51c18bc505a4494b7b603d92e7c9f9035524,20.0,419.0,20.95,34.0,0.75,0.7,379.0,18.95,1962.0,98.1,0.6521437574538108,0.1293233082706767,1606.0,581.0,3.176378685793406,1.9459101490553132,0.1,5.0,-0.20847463607788086,-1.1997106075286865,-0.9912359714508057,0,0.11024289290732422
A1M2CZP3XOVZO5,fit,03bea3cd96410fddd5cde5481058a33778c74a5fec1f8899dd3ec01fbc452464,3.0,99.0,33.0,33.0,1.0,1.0,87.0,29.0,172.0,57.333333333333336,0.6298725074672102,0.450261780104712,258.0,87.0,2.7071601249169173,2.3978952727983707,0.0,5.0,-0.8554785251617432,-0.909486711025238,-0.05400818586349487,0,0.09938016537994522
A2MUR4PPB1PKV9,fit,03c7b4394181961bd99e3c079f1e51bc67dcb7331706a20ee05676e38c4ff614,3.0,99.0,33.0,33.0,1.0,1.0,87.0,29.0,408.0,136.0,0.40132361926179216,0.3208955223880597,258.0,87.0,2.832330161366239,1.6094379124341003,0.3333333333333333,5.0,-1.285447359085083,-1.8404127359390259,-0.5549653768539429,0,0.1451770371083046
A337T56JH8J5YZ,fit,03ca1b961305b801d4eb6b2d802f8faf608d28012fd9c01ae74c737a3bfd5667,4.0,99.0,24.75,33.0,0.75,0.75,87.0,21.75,157.0,39.25,0.7205161567999168,0.5584415584415584,336.0,116.0,3.1712899733772377,1.791759469228055,0.25,5.0,-1.4448655843734741,-1.5777177810668945,-0.1328521966934204,0,0.17788022895219588
A32M15RZXWZ5GS,fit,03cdcd41a9a1a9bf213eb371ab6cdf4b8203df87e013e10d73cf985278245adc,2.0,33.0,16.5,33.0,0.5,0.5,29.0,14.5,525.0,262.5,0.5703764320785597,0.1407528641571195,142.0,58.0,3.2625148289217307,3.0910424533583156,0.0,5.0,-0.9575008153915405,-1.0465476512908936,-0.08904683589935303,0,0.1132586800396799
A2OY5YNT2040OT,fit,03d1f5c455fea5ae8eb833bc896cbb5e5ef05478b07286f51d0a56d79aa9514f,2.0,33.0,16.5,33.0,0.5,0.5,29.0,14.5,76.0,38.0,0.7654320987654322,0.5308641975308642,164.0,59.0,2.4260151319598084,1.3862943611198906,0.5,5.0,-1.0266737937927246,-1.0744491815567017,-0.04777538776397705,0,0.18956187018848653
A2FQZKL2KIZACO,fit,03d26a4b4c8ffc3dfdb575ce627f0981f12dd58f46b6bda5e7a948daaffa2d11,14.0,374.0,26.714285714285715,34.0,0.8571428571428571,0.8571428571428571,331.0,23.642857142857142,787.0,56.214285714285715,0.6517790255354698,0.41148325358851673,1178.0,408.0,2.9857374493988966,1.3862943611198906,0.21428571428571427,5.0,-0.7417639493942261,-0.7783561944961548,-0.03659224510192871,0,0.07830978122631684
A3U7SC5HOS58OA,fit,03d4269e0c022b2193c477b02c7567fa9c6b15524db585d1e7bfa5e72ff0ba0b,4.0,99.0,24.75,33.0,0.75,0.75,87.0,21.75,860.0,215.0,0.5893592703926821,0.1018957345971564,321.0,116.0,2.196881406383226,1.9459101490553132,0.25,5.0,-1.7155698537826538,-2.1988091468811035,-0.4832392930984497,0,0.08908355352619672
A377R0BSYTY0L2,fit,03d76bb5a1635e518ec6b6b8b3e3521effa89890ca11a9f0b2cfb06f186f2f10,2.0,66.0,33.0,33.0,1.0,1.0,58.0,29.0,261.0,130.5,0.4386101295641932,0.303886925795053,172.0,58.0,2.6364997792818734,2.5649493574615367,0.0,5.0,-1.1386677026748657,-1.697747826576233,-0.5590801239013672,0,0.09423277686976012
A26OMR4B9EOQT5,fit,03dcc982b8b79c03f42ee37b77a0fc7cd1999daf59ac69f52cdbd4ee6ca76b18,3.0,66.0,22.0,33.0,0.6666666666666666,0.6666666666666666,58.0,19.333333333333332,331.0,110.33333333333333,0.5654165996029831,0.3017543859649123,244.0,87.0,3.1819373694212705,2.8903717578961645,0.0,5.0,-0.4756828248500824,-1.746952772140503,-1.2712699174880981,0,0.1398475653682248
AH55S1FV7JZRJ,fit,03dda99fa4132d2cea4560b8b9490c3650e70e80dd675e1dd2f0e0a8e91242c2,7.0,217.0,31.0,33.0,1.0,1.0,193.0,27.571428571428573,431.0,61.57142857142857,0.6047116479199663,0.44559585492227977,602.0,203.0,3.635199139517881,2.5649493574615367,0.0,5.0,-1.0914641618728638,-1.4544117450714111,-0.36294758319854736,0,0.1184861652479501
AAN4GV4JMU734,fit,03e83ec5d1adc74fe6d888b11479e7e53fc30c6dead06b3fee31fb5b78d544ca,3.0,99.0,33.0,33.0,1.0,1.0,87.0,29.0,481.0,160.33333333333334,0.42519387704371797,0.2038369304556355,257.0,87.0,2.2992349810428787,1.6094379124341003,0.6666666666666666,5.0,-1.3579256534576416,-1.4497684240341187,-0.09184277057647705,0,0.12614551640794794
A2UGVB778GMH1V,fit,03ecb4e64ee5c9c89c5795d399b3b8b6a3be79eb127074390ac8d0179465173f,4.0,99.0,24.75,33.0,0.75,0.75,87.0,21.75,312.0,78.0,0.5997111344537815,0.36134453781512604,341.0,117.0,3.299831104635114,2.3025850929940455,0.0,5.0,-1.605159044265747,-1.8874552249908447,-0.28229618072509766,0,0.14960674222465742
A2RY4E6DP3M2L2,fit,03f4460597b705bb74d44fd1efee334f023a372d4441afafa79e8b7e99ee4450,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,124.0,58.0,3.8444566684323975,2.6390573296152584,0.0,5.0,-0.6354586482048035,-0.5660213828086853,0.06943726539611816,1,0.2932717434331022
A36HEY6E2XQT75,fit,03f45d8468705f57f544bb78e1d497439952a4781b03ff80dd2fac6d9fbf63fb,7.0,201.0,28.714285714285715,35.0,0.8571428571428571,0.8571428571428571,177.0,25.285714285714285,1381.0,197.28571428571428,0.5006465664399173,0.0918918918918919,563.0,206.0,3.385805238028705,1.791759469228055,0.14285714285714285,5.0,-1.3881994485855103,-1.4236938953399658,-0.035494446754455566,0,0.16995279012515616
