sample_key,target_group,GRAM_rank,GRAM_Recall@10,GRAM_NDCG@10,GRAM_Recall@50,GRAM_covered,CET_v1_rank,CET_v1_Recall@10,CET_v1_NDCG@10,CET_v1_Recall@50,CET_v1_covered,GACR_v3_rank,GACR_v3_Recall@10,GACR_v3_NDCG@10,GACR_v3_Recall@50,GACR_v3_covered,CET_v1_GACR_v3_rank,CET_v1_GACR_v3_Recall@10,CET_v1_GACR_v3_NDCG@10,CET_v1_GACR_v3_Recall@50,CET_v1_GACR_v3_covered
A25RS3RXJE73FY:validation:B004L2LB92,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A25W83Q8KMAYQR:validation:B0077LGDDI,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A25X4F1TS2SW27:validation:B002NPBT50,head,6,1.0,0.3562071871080222,1.0,1,7,1.0,0.3333333333333333,1.0,1,5,1.0,0.38685280723454163,1.0,1,6,1.0,0.3562071871080222,1.0,1
A263WCKA3IQCGU:validation:B00D5WUC58,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A26D6W25M9JGXC:validation:B00804H7OK,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A26EQ8U96JA92T:validation:B00EDBZ9KI,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A26IOBPO3W81TA:validation:B00CRZXSGE,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A26IPF4JQYN9RQ:validation:B004MWJLFC,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A26KCPS6JW9EK1:validation:B00005UNAX,head,9,1.0,0.3010299956639812,1.0,1,7,1.0,0.3333333333333333,1.0,1,14,0.0,0.0,1.0,1,6,1.0,0.3562071871080222,1.0,1
A26OYXA4RGI0XH:validation:B0089RPUHO,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A26PF7UI4JJVLC:validation:B008KCQRPW,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A26XIJUJK1KRL0:validation:B0038AR75K,tail,2,1.0,0.6309297535714575,1.0,1,2,1.0,0.6309297535714575,1.0,1,2,1.0,0.6309297535714575,1.0,1,2,1.0,0.6309297535714575,1.0,1
A273EYHG5TGBMS:validation:B007J3F9V6,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A276TEX1IGBHZP:validation:B00381A1IY,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A277GP2U2TXH51:validation:B007G84MLM,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A277SNZ2LS0FLB:validation:B003JQT4Y0,head,2,1.0,0.6309297535714575,1.0,1,2,1.0,0.6309297535714575,1.0,1,2,1.0,0.6309297535714575,1.0,1,2,1.0,0.6309297535714575,1.0,1
A277TO3PKKNYDH:validation:B00FBW8ZIQ,head,5,1.0,0.38685280723454163,1.0,1,5,1.0,0.38685280723454163,1.0,1,5,1.0,0.38685280723454163,1.0,1,4,1.0,0.43067655807339306,1.0,1
A279FUL12R7MBD:validation:B00CRZXSGE,head,43,0.0,0.0,1.0,1,45,0.0,0.0,1.0,1,43,0.0,0.0,1.0,1,41,0.0,0.0,1.0,1
A27AEZG2GO6OK2:validation:B002L3TRZS,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A27AVTUTLNS3I8:validation:B00DI472RE,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A27EMTPVMIDZKW:validation:B007HVGW4I,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A27EZQ4BGUEZ2E:validation:B003FPW492,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A27H3QBHFYCNBT:validation:B004617DEU,head,1,1.0,1.0,1.0,1,2,1.0,0.6309297535714575,1.0,1,1,1.0,1.0,1.0,1,2,1.0,0.6309297535714575,1.0,1
A27J2Y7F97MNJB:validation:B000ARW60U,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A27K2H4S56KDFM:validation:B00CFELU2G,head,21,0.0,0.0,1.0,1,17,0.0,0.0,1.0,1,16,0.0,0.0,1.0,1,16,0.0,0.0,1.0,1
A27ZN3BUDWKXE2:validation:B00F3TKLRA,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A284DAR3IJ1Z5W:validation:B0006O8Q7Y,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A286DQ4WH9EKEL:validation:B0096TU7OA,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A28F44PXLZF0ZH:validation:B00F66HD1W,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A28KM2RVG7621A:validation:B00CMHWSN6,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A28KT6T536SMJF:validation:B00712O4XE,tail,45,0.0,0.0,1.0,1,,0.0,0.0,0.0,0,23,0.0,0.0,1.0,1,,0.0,0.0,0.0,0
A28OAVP2KLZRV1:validation:B004KZQNJS,tail,22,0.0,0.0,1.0,1,24,0.0,0.0,1.0,1,10,1.0,0.2890648263178879,1.0,1,11,0.0,0.0,1.0,1
A28PGNH7JZXGNG:validation:B00005BHK7,head,6,1.0,0.3562071871080222,1.0,1,8,1.0,0.31546487678572877,1.0,1,6,1.0,0.3562071871080222,1.0,1,8,1.0,0.31546487678572877,1.0,1
A28RO2TPZOKGCP:validation:B000TTPEXU,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A28UBI340176A2:validation:B00DGQP3WU,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2939JTF0LURQ6:validation:B001CNS2L8,head,4,1.0,0.43067655807339306,1.0,1,6,1.0,0.3562071871080222,1.0,1,11,0.0,0.0,1.0,1,9,1.0,0.3010299956639812,1.0,1
A297R44X7WEQ8T:validation:B001543YEY,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A298Z9JWV4OPI6:validation:B003GIS8T8,tail,5,1.0,0.38685280723454163,1.0,1,5,1.0,0.38685280723454163,1.0,1,5,1.0,0.38685280723454163,1.0,1,3,1.0,0.5,1.0,1
A29CK3R8EIDEJG:validation:B007Q7HWF6,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A29G82TTPNID0T:validation:B008XTVTGO,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A29I99MSGLG6BW:validation:B008D3KFE2,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A29KE3KG2AZ1JZ:validation:B009F00PYC,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A29L2RN5D8C0HM:validation:B00000DMBB,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A29L4QWSIXKRE3:validation:B00005BHK7,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A29P0RHB3K4K9T:validation:B004081EKS,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A29T77UEKH8O9L:validation:B0083TXXO0,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A29VVGSKKN8QEN:validation:B0038Z0DZQ,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A29XMCU3LHV9NB:validation:B00D8STBHY,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2A0Z3DDCFPOAI:validation:B00875JE0C,head,47,0.0,0.0,1.0,1,17,0.0,0.0,1.0,1,45,0.0,0.0,1.0,1,15,0.0,0.0,1.0,1
A2A4HGFGKO6BKP:validation:B008WTWBAI,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2A56MRVND9JVW:validation:B00178IQBY,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2AGSKU2MQMSFJ:validation:B005VPRGBK,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2AGWZTH5QG2KI:validation:B00146K0I6,head,8,1.0,0.31546487678572877,1.0,1,9,1.0,0.3010299956639812,1.0,1,6,1.0,0.3562071871080222,1.0,1,6,1.0,0.3562071871080222,1.0,1
A2AHWMNMMESK2K:validation:B00284C4FA,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2AJBEZ7VGCZEV:validation:B0014BDYDE,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2AQRAM6HIPUX1:validation:B00EJOCAYW,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2ASTZQKKHFFB2:validation:B000096QNK,head,10,1.0,0.2890648263178879,1.0,1,8,1.0,0.31546487678572877,1.0,1,10,1.0,0.2890648263178879,1.0,1,8,1.0,0.31546487678572877,1.0,1
A2AVTJPQVX4OWG:validation:B001NQHN7S,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2B0KZ54I63XNX:validation:B000GR75SC,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2B7O0F7YVUM38:validation:1223063097,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2BDRGW9JGPAIO:validation:B000HV2TY2,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2BPS64EXCJDKP:validation:B006O6FJ0A,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2BSNLO66XIIBF:validation:B005IFW384,head,2,1.0,0.6309297535714575,1.0,1,2,1.0,0.6309297535714575,1.0,1,2,1.0,0.6309297535714575,1.0,1,2,1.0,0.6309297535714575,1.0,1
A2C0ZXU0H53OAL:validation:B008C0O55G,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2C5VTBNC6I5MY:validation:B00C6Q3W6K,tail,2,1.0,0.6309297535714575,1.0,1,2,1.0,0.6309297535714575,1.0,1,2,1.0,0.6309297535714575,1.0,1,2,1.0,0.6309297535714575,1.0,1
A2CLGDCJW4UNAG:validation:B00EJOCB4G,tail,5,1.0,0.38685280723454163,1.0,1,6,1.0,0.3562071871080222,1.0,1,4,1.0,0.43067655807339306,1.0,1,6,1.0,0.3562071871080222,1.0,1
A2D7SVPANGBBLQ:validation:B000FAB7I4,head,7,1.0,0.3333333333333333,1.0,1,3,1.0,0.5,1.0,1,5,1.0,0.38685280723454163,1.0,1,3,1.0,0.5,1.0,1
A2DETO2H7NE3X4:validation:B004PBN9BC,head,17,0.0,0.0,1.0,1,39,0.0,0.0,1.0,1,20,0.0,0.0,1.0,1,40,0.0,0.0,1.0,1
A2DLFARWWFAU7E:validation:B000BR4JUY,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2DS8QCXON1Z4K:validation:B00385MZW0,head,11,0.0,0.0,1.0,1,15,0.0,0.0,1.0,1,81,0.0,0.0,0.0,1,31,0.0,0.0,1.0,1
A2DWU8R8C70LIY:validation:B00CND7Y2E,tail,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1
A2E0952ETT33TV:validation:B00021HBAO,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2E0DEG4OU49XD:validation:B0035A4DF0,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2E19FQFPK9VWT:validation:B0013J2JW4,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2E32OTJCDF1IU:validation:B001DO3FSQ,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2E64CMFIW7SSY:validation:B000S5ZOVM,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2ESBPW0B6OGVD:validation:B001W49VR6,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2ESVDP96QR3ZU:validation:B009T45X82,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2EYTOR6PTGHUC:validation:B0084M8UEE,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2F0EILUNAVDA2:validation:B000HGJJGI,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2FDGX6I1O7HFG:validation:B0084X9HL8,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2FOKTH7IZX388:validation:B006WZOAWG,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2FP7YPQFK3ZBF:validation:B00CX5XCUK,tail,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1
A2FRS81L3GGBDX:validation:B000KWJSKG,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2G16S0JXDJ8DH:validation:B001KW05ZW,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2GBGPECH3LD4U:validation:B00BJRSV4A,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2GVB4M30H3RJ:validation:B005PPH94K,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2GY8OFEBD9YT9:validation:B000088UPW,head,37,0.0,0.0,1.0,1,45,0.0,0.0,1.0,1,26,0.0,0.0,1.0,1,35,0.0,0.0,1.0,1
A2H7KI9ERGVCAJ:validation:B00B3Q6JGE,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,93,0.0,0.0,0.0,1,92,0.0,0.0,0.0,1
A2H87AB8PYC5KD:validation:B007U7M0L8,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2HFPZR91PAOH8:validation:B0002F7KUG,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2HIVGG8BW850H:validation:B00CN8AHVY,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2HKB624OOGRPD:validation:B0032OBE2E,head,45,0.0,0.0,1.0,1,14,0.0,0.0,1.0,1,34,0.0,0.0,1.0,1,10,1.0,0.2890648263178879,1.0,1
A2HTWEARB5HE6X:validation:B0006O8Q7Y,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2HUWDKQJ3NRFL:validation:B00F3GNNNC,tail,28,0.0,0.0,1.0,1,24,0.0,0.0,1.0,1,15,0.0,0.0,1.0,1,27,0.0,0.0,1.0,1
A2HYEXSRVJRLC5:validation:B000VO3HC8,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2HZTFOV31S9YI:validation:B000ZLZ1NU,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2I02MYK9NI73B:validation:B0057MGKO6,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2I06ZOE75TG07:validation:B0077RKXWE,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2I357OM996JQX:validation:B000A10Z4U,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2IQ7BR0A9GHOZ:validation:B003QBGEXC,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2IS2CYVKQD3DO:validation:B004D5EMD4,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2J98AMZX9Q2JN:validation:B007U7M0WM,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2JCGJMT4VI9MA:validation:B00008PVZ6,tail,22,0.0,0.0,1.0,1,,0.0,0.0,0.0,0,41,0.0,0.0,1.0,1,,0.0,0.0,0.0,0
A2JJLWP0GNGSL9:validation:B00000K3BR,head,31,0.0,0.0,1.0,1,47,0.0,0.0,1.0,1,35,0.0,0.0,1.0,1,45,0.0,0.0,1.0,1
A2JMBNNZVS17LL:validation:B003C5UR9E,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2JROMDHVIUSKB:validation:B00C6Q5S44,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2K03ZJDDD6I3S:validation:B006O6FJ0A,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2K0GIS87967BU:validation:B001P06GX4,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2K7HWVAADQDF9:validation:B006O6FMOI,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2KRCZTE9NN4HY:validation:B0055PL9VE,tail,8,1.0,0.31546487678572877,1.0,1,5,1.0,0.38685280723454163,1.0,1,9,1.0,0.3010299956639812,1.0,1,5,1.0,0.38685280723454163,1.0,1
A2KUCUF6UEMTK5:validation:B00CS16EKO,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2KVO09I5WQ8DK:validation:B007DWDL72,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2KXKW7ZVN29XX:validation:B00GGALYF8,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2KZUHTU589XVH:validation:B00CS1WD9A,head,23,0.0,0.0,1.0,1,18,0.0,0.0,1.0,1,16,0.0,0.0,1.0,1,18,0.0,0.0,1.0,1
A2LIV11R0Q3DP:validation:B0000630L2,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2LLWR95JTWX4F:validation:B0002IBTXW,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2LOJXM3GUZKSR:validation:B005XVCPJ0,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2LOPNDI0SFNJG:validation:B00CMHWSMW,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2LRYVW7J4VE3P:validation:B007Q72ZA8,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2LX285KLNY8M3:validation:B00000IWIT,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2LXGRSZF5RJ31:validation:B00486ZVC4,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2M3UCUVBJJ9MW:validation:B003A5RTHO,tail,1,1.0,1.0,1.0,1,2,1.0,0.6309297535714575,1.0,1,1,1.0,1.0,1.0,1,2,1.0,0.6309297535714575,1.0,1
A2M6HSTNLNXBIS:validation:B00439HF2K,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2MO2DSOO8YN75:validation:B008X6VFAW,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2MVNAGKBMSG5I:validation:B00B2AZDIG,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2MY9JR7YXEV5A:validation:B007J3F98E,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2N2BYX2SXO2Z:validation:B008IC29Z6,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2N35R5EB9O9DO:validation:B003AH6NJ2,head,2,1.0,0.6309297535714575,1.0,1,2,1.0,0.6309297535714575,1.0,1,2,1.0,0.6309297535714575,1.0,1,2,1.0,0.6309297535714575,1.0,1
A2N4LOM5L2TGHR:validation:B004ZAKI1M,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2N715689IJJXZ:validation:B000FA6APE,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2N7KWJOOMJJ31:validation:B005MQYCY2,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2NDF0VSADXXLT:validation:B004083ELK,head,10,1.0,0.2890648263178879,1.0,1,10,1.0,0.2890648263178879,1.0,1,10,1.0,0.2890648263178879,1.0,1,9,1.0,0.3010299956639812,1.0,1
A2NI4SRXQ6BCLK:validation:B003HC9734,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2NI91THBOWI20:validation:B00F58N6KI,head,30,0.0,0.0,1.0,1,45,0.0,0.0,1.0,1,26,0.0,0.0,1.0,1,25,0.0,0.0,1.0,1
A2NUKH3RUC7HY6:validation:B0006NM22K,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2NW1WH02SNCRP:validation:B00BBQGYT8,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2O1SP6ZPJKCAS:validation:1616615389,tail,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1
A2O7Z4RCG4X2M8:validation:B0060FN7B8,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2OBMHANVHK0MI:validation:B00DKCHZA8,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2ODX43TDWAC8E:validation:B0009PAN1C,head,5,1.0,0.38685280723454163,1.0,1,3,1.0,0.5,1.0,1,4,1.0,0.43067655807339306,1.0,1,3,1.0,0.5,1.0,1
A2OJ9K79PYGIBX:validation:B004XODIOE,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2OKRB0N3VGD6H:validation:B004PBF0BY,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2OPQHX0YICRFI:validation:B007S3S81U,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2OT5UW4ADG05A:validation:B0096SJU3U,head,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2OVTP7SUGWGVI:validation:B002BH3K8E,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2P4UXVHZI5Z7R:validation:B0015UXJOI,tail,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
A2PC1CU8ZJ31HM:validation:B0033VHDK8,head,34,0.0,0.0,1.0,1,32,0.0,0.0,1.0,1,22,0.0,0.0,1.0,1,21,0.0,0.0,1.0,1
A2PFI4YA2DW1RF:validation:B003U0O3B4,head,9,1.0,0.3010299956639812,1.0,1,29,0.0,0.0,1.0,1,6,1.0,0.3562071871080222,1.0,1,32,0.0,0.0,1.0,1
