sample_key,user_id,target_group,valid_negative_count,hard_negative_count,deficit,minimum_margin,gram_rank,gram_hit50,history_gold_exclusion
AIG644VB0MZVU:4:B005UBN3NU,AIG644VB0MZVU,tail,98,8,1,-4.629751205444336,,0,1
AIIR8E34EDKCQ:23:B00064A5L4,AIIR8E34EDKCQ,tail,95,8,1,-3.6633682250976562,30,1,1
AILB6Z04D4FM5:1:B007TL60IE,AILB6Z04D4FM5,head,96,8,1,-3.897602915763855,22,1,1
AJ6H9ZV7TJUUT:1:B003JA3KQE,AJ6H9ZV7TJUUT,head,99,8,1,-0.6295756101608276,15,1,1
AJNYCPODYU9EZ:3:B004M7WKKK,AJNYCPODYU9EZ,head,98,8,1,-2.156158447265625,,0,1
AJXEAM10YNNZ3:3:B00IBS9QC6,AJXEAM10YNNZ3,head,96,8,1,-0.256805419921875,1,1,1
AK39ADQHX1OK8:8:B0032RMX3U,AK39ADQHX1OK8,head,94,8,1,-3.668052911758423,,0,1
AKCY6EK2ZLV7A:12:B000I82POI,AKCY6EK2ZLV7A,head,95,8,1,-4.0179595947265625,,0,1
AKHS1RYJUXB68:2:B000PNTQW0,AKHS1RYJUXB68,head,98,8,1,-0.9940146803855896,11,1,1
AKL80S0A36V1N:3:B0002X9038,AKL80S0A36V1N,tail,97,8,1,-6.983274385333061,,0,1
AKNQ36HTHDQ94:2:B0017HOMWM,AKNQ36HTHDQ94,head,97,8,1,-3.7530672550201416,,0,1
AKZAHRWQFMUZ9:5:B001MV5TX4,AKZAHRWQFMUZ9,tail,99,8,1,-1.8885424137115479,,0,1
AKZKKYT3VWEM4:3:B000VEN3RW,AKZKKYT3VWEM4,head,97,8,1,-1.9818039536476135,3,1,1
ALFZNFPAOFK3Y:2:B0050PWTMM,ALFZNFPAOFK3Y,tail,98,8,1,-11.413719415664673,,0,1
ALNFHVS3SC4FV:186:B00FDK0V4M,ALNFHVS3SC4FV,tail,88,8,1,-2.1812782287597656,20,1,1
ALOWEXH7NJVJB:6:B00AE07H0M,ALOWEXH7NJVJB,head,96,8,1,-0.05957794189453125,3,1,1
ALPDNNJCJ22DG:5:B000C234ZY,ALPDNNJCJ22DG,head,99,8,1,-2.6742329597473145,,0,1
ALX6TKL1GRPMV:2:B004X8K93S,ALX6TKL1GRPMV,tail,97,8,1,-0.5004768371582031,,0,1
AM4P119PWPRYX:8:B00C2AYH3W,AM4P119PWPRYX,tail,95,8,1,-1.6739082336425781,,0,1
AMDGNMLFVVMVY:6:B005UL1B34,AMDGNMLFVVMVY,head,96,8,1,-2.306293472647667,17,1,1
AMW8468AAG6RS:3:B002C7487U,AMW8468AAG6RS,tail,94,8,1,-0.0996551513671875,1,1,1
AMWC81F6KKKCA:5:B005MIFIW0,AMWC81F6KKKCA,tail,97,8,1,-3.6762547492980957,,0,1
AN65KG18M4SDN:19:B00JT74V1O,AN65KG18M4SDN,head,86,8,0,1.1326904296875,1,1,1
ANOBZWKE25SBY:6:B003156NFW,ANOBZWKE25SBY,head,99,8,1,-3.1808581352233887,15,1,1
ANZUL0D4RP4HE:2:B00005NFBD,ANZUL0D4RP4HE,head,99,8,1,-3.0947645902633667,,0,1
AO2DZ7WIPM74U:7:B004P2RZUC,AO2DZ7WIPM74U,tail,98,8,1,-2.1505128145217896,5,1,1
AO6PIL8RU2255:5:B0039UT9QE,AO6PIL8RU2255,head,96,8,1,-2.2632371187210083,11,1,1
AOGOBRFZ40WFO:1:B000UWDF0A,AOGOBRFZ40WFO,tail,97,8,1,-1.885040283203125,22,1,1
AOR8JZDJ65O0P:6:B0092LDWWQ,AOR8JZDJ65O0P,tail,98,8,1,-0.397125244140625,,0,1
AOZ2MGUTFOE8U:1:B007RTR9G0,AOZ2MGUTFOE8U,head,96,8,1,-2.8998411893844604,6,1,1
AP42XSKSJMNYZ:6:B0072XT8BA,AP42XSKSJMNYZ,head,98,8,1,-2.4180941581726074,36,1,1
APE9I3QPZDKQZ:2:B000OFNDOQ,APE9I3QPZDKQZ,tail,97,8,0,0.2709636688232422,6,1,1
APQYEHH5MOPI0:5:B002KMXO36,APQYEHH5MOPI0,head,99,8,1,-4.088920474052429,,0,1
APU6VNY3PJPXW:6:B003OUBGHO,APU6VNY3PJPXW,tail,98,8,1,-1.0022125244140625,,0,1
APXVA0ZDDW3FV:12:B0042P99WY,APXVA0ZDDW3FV,tail,95,8,1,-1.353729248046875,4,1,1
APYKGTU0LFICH:13:B0036BWIBO,APYKGTU0LFICH,head,95,8,1,-0.9480438232421875,,0,1
AQ69MMHHTOOOU:1:B001ET7HJI,AQ69MMHHTOOOU,tail,99,8,1,-2.763274669647217,,0,1
AQ6AGWKWMTY8H:16:B004DBXKM2,AQ6AGWKWMTY8H,tail,99,8,1,-0.9364089965820312,,0,1
AQDJ79ZSWBMH8:3:B001G0JNP6,AQDJ79ZSWBMH8,tail,97,8,1,-2.926790304481983,9,1,1
AQEJXZW1O9O7O:2:B00176B9JC,AQEJXZW1O9O7O,head,90,8,1,-2.739732801914215,9,1,1
AQLC8NJUZCB5N:1:B00147FGJ8,AQLC8NJUZCB5N,head,97,8,1,-0.37570953369140625,3,1,1
ARFLZVVXBROOK:7:B000EGIQB0,ARFLZVVXBROOK,tail,97,8,0,3.133533537387848,1,1,1
AS12AOZ971ZF1:13:B0009OAH0A,AS12AOZ971ZF1,tail,97,8,1,-4.695487916469574,,0,1
AS39CPG4KHVJW:2:B001KYNXKY,AS39CPG4KHVJW,tail,98,8,1,-4.077339172363281,,0,1
AS44QEHT3KSPK:26:B00C1006ZG,AS44QEHT3KSPK,head,98,8,1,-2.4126700460910797,27,1,1
ASSTEAWHQR78U:3:B0042NQZF0,ASSTEAWHQR78U,tail,99,8,1,-4.523872494697571,,0,1
AT53ZTTO707MB:27:B00GBL8VJY,AT53ZTTO707MB,tail,96,8,1,-1.5670927166938782,3,1,1
ATFD2SSAP1J3P:1:B00HZ7IRSI,ATFD2SSAP1J3P,head,97,8,1,-3.5058822631835938,24,1,1
ATGQFZZ3E4QRN:9:B00D42C9IC,ATGQFZZ3E4QRN,tail,95,8,0,0.24257659912109375,1,1,1
ATLO3YXU2BC16:15:B0095BWFTY,ATLO3YXU2BC16,head,95,8,1,-2.05853271484375,26,1,1
ATSR2L4FZVO8Z:38:B001MP7HYY,ATSR2L4FZVO8Z,head,94,8,1,-1.3241043090820312,,0,1
AU6W46CUQBHZR:4:B007RVHDAK,AU6W46CUQBHZR,tail,95,8,1,-1.3543319702148438,,0,1
AUYKXRJOPHWG2:2:B00CP2IYU4,AUYKXRJOPHWG2,tail,100,8,1,-2.3129310607910156,,0,1
AV2MCBAFW1HXC:1:B002SPVA7M,AV2MCBAFW1HXC,tail,99,8,1,-1.9150242805480957,,0,1
AVAL1T27UJ5HD:14:B00HSNWXYI,AVAL1T27UJ5HD,head,96,8,1,-4.070670902729034,25,1,1
AVM6OR01CPJNQ:2:B004D8T7F4,AVM6OR01CPJNQ,tail,93,8,1,-5.194820627570152,30,1,1
AVOKU5ACZSB0J:1:B005FJQQMC,AVOKU5ACZSB0J,head,100,8,1,-2.8023987412452698,,0,1
AWNQ2PULUBHDH:8:B00AF9DGMA,AWNQ2PULUBHDH,tail,97,8,1,-1.1678236722946167,3,1,1
AXAVI6G8H4EOV:2:B006MAPN4K,AXAVI6G8H4EOV,tail,96,8,1,-2.4820613861083984,20,1,1
AXKR8PE6G5BQ0:2:B001H9275Y,AXKR8PE6G5BQ0,head,96,8,1,-3.5372430086135864,,0,1
AXLUXXK1DLIYZ:2:B00BJ0QHFW,AXLUXXK1DLIYZ,tail,99,8,1,-2.5752034187316895,,0,1
AXR3CV6A4FMBG:9:B003V21WO2,AXR3CV6A4FMBG,head,96,8,0,1.1491661071777344,1,1,1
AXZ746UBDPNO6:3:B0049D54NW,AXZ746UBDPNO6,tail,92,8,1,-6.273116946220398,,0,1
AY2RRT8235Y19:2:B000HGW7G2,AY2RRT8235Y19,tail,99,8,1,-1.8122940063476562,,0,1
AZQGJ5CEAJGXB:5:B00AWLB9EI,AZQGJ5CEAJGXB,head,97,8,1,-2.2723389863967896,29,1,1
AZTYMMD36CXY2:2:B004XA81OU,AZTYMMD36CXY2,tail,97,8,1,-2.522155284881592,,0,1
AZVM27SJPO3GL:2:B0043OYFKU,AZVM27SJPO3GL,head,99,8,1,-3.6006778478622437,20,1,1
